step,query_position,query,token,shift,revisit,threshold,event,top1_probability,top2_margin,logit_entropy
0,534,"

",To,,,,0,0.44672805070877075,0.125,
1,535,To, cook,55.526064993305376,,,0,0.9995003342628479,8.625,
2,536, cook, br,43.57439791208709,14.222703900479809,,0,0.9694033265113831,3.5,
3,537, br,ats,45.62096302142217,14.98966754121835,14.222703900479809,0,1.0,15.125,
4,538,ats,",",84.98817007165475,48.235667237202534,14.951319359181424,0,0.8420009613037109,2.125,
5,539,",", follow,66.6666233218964,29.450120453904425,44.91106726760411,0,0.45137712359428406,0.125,
6,540, follow, these,42.27910956984903,11.405632661702981,45.41783521970781,0,0.6002755761146545,0.625,
7,541, these, steps,36.781165672076625,10.011945600204138,44.47855788054291,0,0.9598507881164551,3.5,
8,542, steps,":

",46.37811357869261,16.88816467480118,43.539280541378005,0,0.4040180444717407,0.125,
9,543,":

",1,59.27108091637545,25.007504720090026,42.60000320221309,0,0.9059146642684937,2.5,
10,544,1,.,56.24261294393692,23.600758682986413,41.660725863048185,0,0.9995366334915161,8.625,
11,545,., Pr,55.75924793454219,23.20232176456375,40.72144852388328,0,0.6810347437858582,1.0,
12,546, Pr,ick,65.33329321193536,31.154404942504705,39.782171184718365,0,0.999992311000824,12.375,
13,547,ick, the,62.143281756190135,27.51601578201131,39.695036089853616,0,0.8626575469970703,1.875,
14,548, the, brat,46.31360899968729,15.6501834047921,38.84097297511872,0,0.9626007676124573,3.25,
15,549, brat,w,53.719189994713375,20.67770999156302,37.98690986038381,0,0.9999961853027344,12.5,
16,550,w,urst,79.13651109495085,41.78857675790631,37.13284674564894,0,0.999992311000824,12.75,
17,551,urst, with,89.72002766252174,50.421740979210625,43.72270390169517,1,0.9874320030212402,4.375,
18,552, with, a,62.37233611027929,27.39464914473519,48.78218567270456,0,0.9998587965965271,8.875,
19,553, a, fork,43.6778695855979,13.3540252779428,48.78218567270456,0,0.9999847412109375,11.125,
20,554, fork, to,63.27407724362487,27.132478794039624,48.78218567270456,0,0.9074589014053345,2.625,
21,555, to, prevent,65.72744802184238,28.914857211225765,43.94686781323239,0,0.9999809265136719,11.375,
22,556, prevent, them,43.48145589859057,13.088831101700693,43.94686781323239,0,0.8692409992218018,2.5,
23,557, them, from,52.810068589794255,19.380249907880554,43.94686781323239,0,0.999992311000824,12.125,
24,558, from, exploding,47.88466650969988,15.120244866073753,43.94686781323239,0,0.9887399673461914,4.5,
25,559, exploding, as,60.70850545166223,25.519236230787897,43.94686781323239,0,0.5116168260574341,0.125,
26,560, as, they,58.323056125402076,22.739574887868944,43.94686781323239,0,0.9999579787254333,10.125,
27,561, they, cook,57.05780277487254,21.378383796270935,43.94686781323239,0,0.9999961853027344,13.875,
28,562, cook,".
",70.43749066911707,32.29366942064866,43.94686781323239,0,0.9075749516487122,2.875,
29,563,".
",2,68.55891196561083,32.1879710526349,43.94686781323239,0,0.9967532753944397,6.25,
30,564,2,.,59.42792530252975,24.935211406239983,43.94686781323239,0,0.9999638199806213,11.5,
31,565,., Combine,61.601806362529786,26.1153091254387,43.94686781323239,0,0.4260587692260742,0.5,
32,566, Combine, the,59.269257375451225,22.609573258563426,43.94686781323239,0,0.9125636219978333,2.75,
33,567, the, brat,35.985499894828614,8.507612559904105,36.825687310289155,0,0.6152847409248352,0.5,
34,568, brat,w,71.96749528573443,35.553523001200915,32.214395644638344,1,1.0,16.375,
35,569,w,urst,91.09428395077157,52.83210214043275,33.10863281578673,0,1.0,13.5,
36,570,urst,",",100.47118322469788,58.168087220945395,39.87316778600888,0,0.6942192912101746,1.0,
37,571,",", onions,59.02781483687421,22.71164584163897,54.16609841056091,0,0.9687545299530029,3.5,
38,572, onions,",",57.50211731864396,20.540520501051034,54.16609841056091,0,0.9913610219955444,4.75,
39,573,",", butter,54.58141832253183,16.97165646982196,54.16609841056091,0,0.7885072827339172,1.5,
40,574, butter,",",58.86731416101911,19.12722163743879,54.16609841056091,0,0.9942032694816589,5.25,
41,575,",", and,54.673757078621655,16.626097864569363,54.16609841056091,0,0.9989800453186035,7.0,
42,576, and, beer,38.992699226495716,8.027258386150491,54.16609841056091,0,0.9999274611473083,10.25,
43,577, beer, in,60.4577523220467,22.78164384046995,54.16609841056091,0,0.9978774785995483,6.25,
44,578, in, a,60.612352551957585,23.586846454424276,54.16609841056091,0,0.9998779296875,9.125,
45,579, a, large,40.69635261387899,11.423114444064794,54.16609841056091,0,0.9909167885780334,4.875,
46,580, large, pot,37.12632221982744,8.737524715021092,54.16609841056091,0,0.9322518706321716,2.625,
47,581, pot,.,57.20655654820232,24.00608737273583,54.16609841056091,0,0.4689910411834717,1.0,
48,582,., Place,64.37646449835617,26.83833619762661,54.16609841056091,0,0.47198736667633057,0.25,
49,583, Place, the,66.57041360049351,29.202405465705603,54.16609841056091,0,0.5977301001548767,1.125,
50,584, the, pot,49.87731762730358,16.720578485454194,54.16609841056091,0,0.999885618686676,9.125,
51,585, pot, over,61.72604815432835,26.152115522547042,54.16609841056091,0,0.9999351501464844,9.625,
52,586, over, medium,48.29618869039974,15.402391577315807,36.44382590451555,0,0.999992311000824,13.0,
53,587, medium, heat,41.35887966471307,11.649142524848946,27.42935351464636,0,0.9999809265136719,12.375,
54,588, heat, and,52.26372053945088,19.828694830085404,27.42935351464636,0,0.832229495048523,1.75,
55,589, and, simmer,69.84340491875125,32.25122802743516,27.42935351464636,1,0.9998226165771484,9.75,
56,590, simmer, for,60.21292341348469,23.38906450635028,29.964611106137994,0,0.9998435974121094,9.125,
57,591, for, ,52.7629067364651,19.241431688976668,29.964611106137994,0,0.9998912811279297,10.0,
58,592, ,15,64.28845090013357,29.453267573984192,29.964611106137994,0,0.9734593033790588,3.625,
59,593,15, to,68.36277092099468,32.712200060675926,30.152757687346934,1,0.9770177006721497,3.75,
60,594, to, ,96.4195342889111,56.79384135881297,32.36647103574535,0,0.9999828934669495,12.375,
61,595, ,20,78.58164712506783,41.31673569451004,38.73261038521019,0,0.999969482421875,11.875,
62,596,20, minutes,78.25706076932374,38.836180092590624,45.18601211058577,0,1.0,14.0,
63,597, minutes,".
",62.913078962132204,24.246059317884338,45.18601211058577,0,0.9222733974456787,3.5,
64,598,".
",3,77.24100560759231,36.70326124381896,45.18601211058577,0,0.9895984530448914,5.25,
65,599,3,.,65.60251761175999,28.181756981599236,45.18601211058577,0,0.9995748400688171,8.625,
66,600,., Pre,69.86575519745975,30.399824430003534,45.18601211058577,0,0.7624536752700806,1.625,
67,601, Pre,heat,74.27674338179023,34.61872554128078,45.18601211058577,0,0.9999961853027344,13.25,
68,602,heat, a,54.8108105450739,18.87516725019284,45.18601211058577,0,0.6057214140892029,0.875,
69,603, a, grill,46.92912991247967,14.008178801053923,45.18601211058577,0,0.9998740553855896,10.5,
70,604, grill, for,59.845273259854075,20.61345106509605,45.18601211058577,0,0.9792452454566956,3.875,
71,605, for, medium,56.02146145009624,17.126940017471803,45.18601211058577,0,0.9999656677246094,10.5,
72,606, medium,-high,50.427835468812475,14.726726999174474,45.18601211058577,0,0.9979345798492432,6.5,
73,607,-high, heat,48.59213336705196,14.458700628524149,45.18601211058577,0,0.9999656677246094,10.625,
74,608, heat,.,72.46652181614219,31.574141530143816,45.18601211058577,0,0.719630241394043,1.5,
75,609,., Light,75.81936359157362,33.74506989566957,45.18601211058577,0,0.9191036820411682,3.25,
76,610, Light,ly,83.47369754675852,41.054303556788874,45.18601211058577,0,1.0,14.625,
77,611,ly, oil,45.65967140774019,12.972747654982044,41.119911591219164,0,1.0,15.125,
78,612, oil, the,47.15194424438701,13.748326988952318,39.390710958640184,0,0.9999390244483948,10.5,
79,613, the, grate,57.55151249575657,21.640295597103147,37.79102182206144,0,0.9521631598472595,3.0,
80,614, grate,".
",83.21785543905364,43.6141523803523,37.79102182206144,1,0.9407057762145996,3.375,
81,615,".
",4,92.4121008600839,51.165895910183394,41.694265762679734,0,0.9841190576553345,4.375,
82,616,4,.,66.45200824662288,29.253010262419245,45.50208826281008,0,0.9996986985206604,8.875,
83,617,., Cook,79.50590489235579,39.248690373046806,45.50208826281008,0,0.8852701783180237,2.875,
84,618, Cook, the,66.05993390989792,27.10104679976099,45.50208826281008,0,0.9974493384361267,6.0,
85,619, the, brat,49.398589352734525,14.371559957293886,45.50208826281008,0,0.9992907643318176,7.375,
86,620, brat,w,65.05555893003088,26.284079722268654,45.50208826281008,0,1.0,14.375,
87,621,w,urst,96.68103249268688,53.511151331773036,45.50208826281008,1,0.9999886155128479,11.875,
88,622,urst, on,111.18138364827806,63.891974644948874,51.7522097655808,0,0.9997291564941406,8.375,
89,623, on, the,60.55852490131357,21.656602494209423,56.10635716006699,0,0.9997940063476562,8.75,
90,624, the, pre,54.19799483119493,16.233421994171767,56.10635716006699,0,0.9819328188896179,4.0,
91,625, pre,he,82.07255599091462,36.99761513563399,56.10635716006699,0,0.999992311000824,12.375,
92,626,he,ated,92.26043684542117,47.19170108387293,56.10635716006699,0,1.0,13.625,
93,627,ated, grill,102.30976103749416,54.2242484357887,56.10635716006699,0,1.0,14.75,
94,628, grill, for,71.80460979035198,26.711273644348253,56.64117998807875,0,0.8518611788749695,1.75,
95,629, for, ,61.02570729647221,18.714362308296007,56.64117998807875,0,0.9999847412109375,12.25,
96,630, ,10,67.47246319532752,24.10998974332169,56.64117998807875,0,0.9577659368515015,3.125,
97,631,10, to,65.28776259428854,22.792810267411795,56.64117998807875,0,0.9914158582687378,4.75,
98,632, to, ,98.24002124887028,48.87092001279865,56.64117998807875,0,0.999969482421875,11.125,
99,633, ,14,87.7215635212277,37.88626747887362,56.64117998807875,0,0.9984942674636841,7.0,
100,634,14, minutes,75.09926748505771,29.19940887298617,56.64117998807875,0,0.999992311000824,13.375,
101,635, minutes,",",65.93064097327972,23.38819950717015,56.64117998807875,0,0.9991878271102905,7.75,
