step,layer,head,source_mass,dispersion,shift,peak_position,peak_passage,peak_context,peak_attention,gain_position,gain_passage,gain_context,previous_attention,attention,gain
53,0,0,0.0038931965827941895,6.286568949620914,0.30742024175357385,145,2,"difficult to troubleshoot. For these reasons, this type of topology is not used for large networks, such ",0.0002803802490234375,145,2,"difficult to troubleshoot. For these reasons, this type of topology is not used for large networks, such ",4.1484832763671875e-05,0.0002803802490234375,0.00023889541625976562
53,0,1,0.01223444938659668,5.367592739406483,0.41747707234690273,214,3,"gies, messages sent on a mesh network can take any of several possible paths from source to destination",0.00182342529296875,214,3,"gies, messages sent on a mesh network can take any of several possible paths from source to destination",0.000247955322265625,0.00182342529296875,0.001575469970703125
53,0,2,0.004460394382476807,5.747936201768054,0.4603319810749927,89,1,on medium that has two endpoints the Bus is Linear. 2  Distributed Bus: If all network nodes are conn,0.000347137451171875,145,2,"difficult to troubleshoot. For these reasons, this type of topology is not used for large networks, such ",0.00010919570922851562,0.0002994537353515625,0.00019025802612304688
53,0,3,0.14583182334899902,5.858233583887948,0.12448831519401808,254,3,"e direction.) Some WANs, most notably the Internet, employ mesh routing.",0.0123291015625,196,3,"Mesh topology introduces the concept of routes. Unlike each of the previous topologies, messages ",0.006561279296875,0.009765625,0.003204345703125
53,0,4,0.08929145336151123,6.0690286068070645,0.05847763956953285,258,3,"Ns, most notably the Internet, employ mesh routing.",0.00531005859375,218,3,esh network can take any of several possible paths from source to destination. (Recall that even in a rin,0.000942230224609375,0.00118255615234375,0.000240325927734375
53,0,5,0.08934086561203003,6.266084153671465,0.09066150498005122,231,3,"source to destination. (Recall that even in a ring, although two cable paths exist, messages can only",0.004180908203125,140,2,"type of network is also difficult to troubleshoot. For these reasons, this type of topology is not used ",0.00026702880859375,0.000591278076171875,0.000324249267578125
53,0,6,0.06742233037948608,6.247596408639968,0.21080213111135368,258,3,"Ns, most notably the Internet, employ mesh routing.",0.0045166015625,258,3,"Ns, most notably the Internet, employ mesh routing.",0.00136566162109375,0.0045166015625,0.00315093994140625
53,0,7,0.08357793092727661,6.1188350339461,0.06429059288575795,258,3,"Ns, most notably the Internet, employ mesh routing.",0.006378173828125,242,3,"gh two cable paths exist, messages can only travel in one direction.) Some WANs, most notably the Inter",0.00335693359375,0.003570556640625,0.000213623046875
53,0,8,0.29214048385620117,7.066144658986789,0.10945431523694704,129,2,This type of network is also difficult to troubleshoot,0.00701904296875,253,3,"vel in one direction.) Some WANs, most notably the Internet, employ mesh routing.",0.0022735595703125,0.004547119140625,0.0022735595703125
53,0,9,0.2372276782989502,7.118304596697583,0.08358235909799462,251,3,"can only travel in one direction.) Some WANs, most notably the Internet, employ mesh routing.",0.00811767578125,233,3,"destination. (Recall that even in a ring, although two cable paths exist, messages can only travel in on",0.0023651123046875,0.0030670166015625,0.000701904296875
53,0,10,0.18985307216644287,6.724713190537418,0.10548128471884496,109,1,onnected to a combine transmission medium that has more than two endpoints created by branching the main ,0.0062255859375,189,3,Mesh topology introduces the concept of routes. Unlike,0.00138092041015625,0.0026702880859375,0.00128936767578125
53,0,11,0.33869099617004395,6.773279282463255,0.19080644940539332,190,3,Mesh topology introduces the concept of routes. Unlike each of ,0.01165771484375,138,2,"This type of network is also difficult to troubleshoot. For these reasons, this type of topology is not ",0.0059814453125,0.01055908203125,0.00457763671875
53,0,12,0.28971195220947266,6.514056829244689,0.1080693101225356,254,3,"e direction.) Some WANs, most notably the Internet, employ mesh routing.",0.0150146484375,218,3,esh network can take any of several possible paths from source to destination. (Recall that even in a rin,0.0023651123046875,0.003509521484375,0.0011444091796875
53,0,13,0.3627934455871582,6.3138234661297865,0.08620817535308528,237,3,"hat even in a ring, although two cable paths exist, messages can only travel in one direction.) Some ",0.01202392578125,148,2,"bleshoot. For these reasons, this type of topology is not used for large networks, such as those coveri",0.00250244140625,0.0052490234375,0.00274658203125
