step,layer,head,source_mass,dispersion,shift,peak_position,peak_passage,peak_context,peak_attention,gain_position,gain_passage,gain_context,previous_attention,attention,gain
17,0,0,0.004082798957824707,6.742811867308811,0.26469252749613575,388,3,oth men and women used cap. On their cap they tied a folded piece of cloth. Inca Tunic,0.0001621246337890625,249,2, Inca. So they had to remain busy on this purpose. Only the Inca could wear a headdress with his special ,3.62396240234375e-05,0.0001010894775390625,6.4849853515625e-05
17,0,1,0.03322237730026245,6.807917217270055,0.4348294902284543,393,3,ap. On their cap they tied a folded piece of cloth. Inca Tunic,0.0020599365234375,381,3,re a cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. ,0.000461578369140625,0.001556396484375,0.001094818115234375
17,0,2,0.01281505823135376,6.170817522252522,0.5325158801561871,147,2,"Clothing everywhere consisted of woven or knitted textiles, and these were always worn whole, never",0.00119781494140625,324,3, But the basic of the clothes were almost same. Inca men wore simple tunics. The length of the tunic w,4.76837158203125e-05,0.00095367431640625,0.0009059906005859375
17,0,3,0.2700667977333069,6.627687291011011,0.14224922238351234,382,3, cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. I,0.0164794921875,300,3,clothes according to their position in the society. The Nobles wore far better quality than the gener,0.0096435546875,0.01116943359375,0.00152587890625
17,0,4,0.23128008842468262,6.878249680850525,0.0987055148865184,391,3,en used cap. On their cap they tied a folded piece of cloth. Inca Tunic,0.007354736328125,266,2,dress with his special fringe of gold and feathers.,0.001617431640625,0.0021820068359375,0.0005645751953125
17,0,5,0.2517220973968506,7.143692970770825,0.11501525471472505,391,3,en used cap. On their cap they tied a folded piece of cloth. Inca Tunic,0.007354736328125,383,3,cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca,0.0005035400390625,0.0024261474609375,0.001922607421875
17,0,6,0.2285928726196289,6.914915090417997,0.12905489957904465,382,3, cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. I,0.00897216796875,382,3, cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. I,0.00750732421875,0.00897216796875,0.00146484375
17,0,7,0.16475450992584229,6.905485819615472,0.18935314720888727,382,3, cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. I,0.006103515625,383,3,cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of cloth. Inca,0.0003948211669921875,0.0016632080078125,0.0012683868408203125
17,0,8,0.4060986042022705,7.656564760870681,0.28232473118350876,394,3,p. On their cap they tied a folded piece of cloth. Inca Tunic,0.01116943359375,380,3,en wore a cloak over the tunic. Both men and women used cap. On their cap they tied a folded piece of clo,0.000560760498046875,0.0032958984375,0.002735137939453125
17,0,9,0.3758387565612793,7.796423112651044,0.20577147724467387,239,2, were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. Only the,0.0054931640625,239,2, were the ones who prepared clothes for Sapa Inca. So they had to remain busy on this purpose. Only the,0.00176239013671875,0.0054931640625,0.00373077392578125
