condition,variant,step,query,entropy,top_margin,candidate_a,candidate_b,candidate_margin,top_token,expected_candidate,revisit8,revisit16,revisit32,is_value_slot
object0_world0,full,0,"

",2.633636474609375,1.25,15,30,0.625,The,0,0.0,0.0,0.0,0
object0_world0,full,1,I,1.9024358987808228,0.5,15,30,-2.4365234375, don,0,0.0,0.0,0.0,0
object0_world0,full,2, will,3.1756112575531006,0.875,15,30,0.048828125, keep,0,0.0,0.0,0.0,0
object0_world0,full,3, use,1.337261438369751,2.25,15,30,0.3125, the,0,0.0024367953301407397,0.0024367953301407397,0.0024367953301407397,0
object0_world0,full,4, the,2.6334195137023926,0.625,15,30,0.03125, given,0,0.006330645293928683,0.006330645293928683,0.006330645293928683,0
object0_world0,full,5, stated,0.21889179944992065,4.25,15,30,1.2578125, facts,0,0.0013949955464340746,0.0013949955464340746,0.0013949955464340746,0
object0_world0,full,6, facts,1.206373929977417,2.375,15,30,1.734375, to,0,0.002490235900040716,0.002490235900040716,0.002490235900040716,0
object0_world0,full,7, to,2.4319193363189697,0.125,15,30,-0.259765625, complete,0,0.0025855341809801757,0.0025855341809801757,0.0025855341809801757,0
object0_world0,full,8, identify,1.6813609600067139,2.375,15,30,-0.171875, the,0,0.006547803874127567,0.006547803874127567,0.006547803874127567,0
object0_world0,full,9, the,2.182304620742798,0.5,15,30,-0.625, object,0,0.015547100745607167,0.0182385515072383,0.0182385515072383,0
object0_world0,full,10, required,0.5821633338928223,3.125,15,30,-0.96875, cooking,0,0.005289381020702422,0.005997381347697228,0.005997381347697228,0
object0_world0,full,11, value,2.316567897796631,0.5,15,30,0.96875, for,0,0.0034222712856717408,0.0034893466508947313,0.0034893466508947313,0
object0_world0,full,12,".
",3.3609962463378906,0.75,15,30,1.1875,Object,0,0.010080910986289382,0.004825848387554288,0.004825848387554288,0
object0_world0,full,13,The,3.2951619625091553,0.125,15,30,-1.4375, sa,0,0.00819942180532962,0.013007910689339042,0.013007910689339042,0
object0_world0,full,14, sa,0.0006370088667608798,10.25,15,30,-0.359375,us,0,0.011092309723608196,0.02006415161304176,0.02006415161304176,0
object0_world0,full,15,us,0.00017578963888809085,11.875,15,30,-0.53125,ages,0,0.017944408871699125,0.026092184183653444,0.026092184183653444,0
object0_world0,full,16,ages,0.768202543258667,3.125,15,30,-0.3828125, must,0,0.0016765941982157528,0.0010466614621691406,0.0010466614621691406,0
object0_world0,full,17, must,0.037127815186977386,6.0,15,30,-0.71875, cook,0,0.004093772848136723,0.004375781340058893,0.004329739022068679,0
object0_world0,full,18, cook,0.07975605130195618,6.125,15,30,0.140625, for,0,0.007688038400374353,0.01697117107687518,0.018384915427304804,0
object0_world0,full,19, for,0.2874647378921509,4.5,15,30,6.765625, ,0,0.0026305076899006963,0.00167198566487059,0.001273055502679199,0
object0_world0,full,20, ,0.22573193907737732,3.75,15,30,8.75,15,0,0.01485323382075876,0.01974833366693929,0.020462113025132567,1
object0_world0,cut_required,0,"

",2.861464262008667,0.625,15,30,-1.71875,Since,0,0.0,0.0,0.0,0
object0_world0,cut_required,1,I,1.7614458799362183,0.875,15,30,-2.521484375, don,0,0.0,0.0,0.0,0
object0_world0,cut_required,2, will,3.1318247318267822,0.625,15,30,0.18359375, keep,0,0.0,0.0,0.0,0
object0_world0,cut_required,3, use,1.3605132102966309,1.875,15,30,-0.078125, the,0,0.0018148788949474692,0.0018148788949474692,0.0018148788949474692,0
object0_world0,cut_required,4, the,2.483062267303467,0.625,15,30,-0.09375, given,0,0.004409834684338421,0.004409834684338421,0.004409834684338421,0
object0_world0,cut_required,5, stated,0.15664950013160706,4.5,15,30,1.21875, facts,0,0.001230402325745672,0.001230402325745672,0.001230402325745672,0
object0_world0,cut_required,6, facts,1.1780691146850586,2.5,15,30,1.7578125, to,0,0.002447843784466386,0.002447843784466386,0.002447843784466386,0
object0_world0,cut_required,7, to,2.423776149749756,0.125,15,30,-0.2333984375, provide,0,0.0018481610459275544,0.0018481610459275544,0.0018481610459275544,0
object0_world0,cut_required,8, identify,1.8750802278518677,2.25,15,30,-0.203125, the,0,0.005195080884732306,0.005195080884732306,0.005195080884732306,0
object0_world0,cut_required,9, the,1.9331691265106201,0.625,15,30,-0.265625, object,0,0.010569056321401149,0.01263494580052793,0.01263494580052793,0
object0_world0,cut_required,10, required,2.261321544647217,0.625,15,30,-0.578125, information,0,0.0014740637270733714,0.0012447094195522368,0.0012447094195522368,0
object0_world0,cut_required,11, value,2.6811561584472656,0.625,15,30,0.53125,.,0,0.004564100701827556,0.0057453333283774555,0.0057453333283774555,0
object0_world0,cut_required,12,".
",3.219815254211426,0.125,15,30,-1.75,However,0,0.009062465804163367,0.0031623324612155557,0.0031623324612155557,0
object0_world0,cut_required,13,The,3.2431631088256836,1.125,15,30,-1.28125, object,0,0.0054854865302331746,0.008574738923925906,0.008574738923925906,0
object0_world0,cut_required,14, sa,1.6061012744903564,0.25,15,30,-2.6142578125,ut,0,0.009822296851780266,0.014947484945878386,0.014947484945878386,0
object0_world0,cut_required,15,us,0.01762758567929268,7.625,15,30,-1.041015625,ages,0,0.0057609243667684495,0.012092959135770798,0.012092959135770798,0
object0_world0,cut_required,16,ages,2.8045408725738525,1.75,15,30,-0.9296875, must,0,0.0014880344388075173,0.000772898958530277,0.000772898958530277,0
object0_world0,cut_required,17, must,0.9741014242172241,1.125,15,30,-1.578125, cook,0,0.004870141390711069,0.004261273250449449,0.0043153518927283585,0
object0_world0,cut_required,18, cook,0.5463964939117432,3.625,15,30,-0.671875, for,0,0.006374078686349094,0.015269974654074758,0.01712291594594717,0
object0_world0,cut_required,19, for,1.2718479633331299,3.375,15,30,-2.84375, ,0,0.004991873574908823,0.0019991460721939802,0.0017094655195251107,0
object0_world0,cut_required,20, ,2.445779323577881,2.0,15,30,-2.875,30,0,0.005028792191296816,0.010618253494612873,0.011802363267634064,1
object0_world0,cut_competitor,0,"

",2.6678454875946045,1.125,15,30,2.46875,The,0,0.0,0.0,0.0,0
object0_world0,cut_competitor,1,I,1.907488226890564,0.375,15,30,-2.39453125, don,0,0.0,0.0,0.0,0
object0_world0,cut_competitor,2, will,3.237839698791504,0.875,15,30,0.03125, keep,0,0.0,0.0,0.0,0
object0_world0,cut_competitor,3, use,1.2951604127883911,2.0,15,30,0.703125, the,0,0.0020014336332678795,0.0020014336332678795,0.0020014336332678795,0
object0_world0,cut_competitor,4, the,2.3989017009735107,0.5,15,30,0.34375, given,0,0.004761338292155415,0.004761338292155415,0.004761338292155415,0
object0_world0,cut_competitor,5, stated,0.21037675440311432,3.875,15,30,1.359375, facts,0,0.0011165270116180182,0.0011165270116180182,0.0011165270116180182,0
object0_world0,cut_competitor,6, facts,1.250293254852295,2.375,15,30,1.84375, to,0,0.0016539538046345115,0.0016539538046345115,0.0016539538046345115,0
object0_world0,cut_competitor,7, to,2.3429436683654785,0.375,15,30,-0.1884765625, complete,0,0.0016394764534197748,0.0016394764534197748,0.0016394764534197748,0
object0_world0,cut_competitor,8, identify,1.9178147315979004,1.875,15,30,-0.15625, the,0,0.004685622116085142,0.004685622116085142,0.004685622116085142,0
object0_world0,cut_competitor,9, the,1.285460114479065,2.25,15,30,-0.3359375, object,0,0.012023973220493644,0.014248010003939271,0.014248010003939271,0
