condition,variant,step,query,entropy,top_margin,candidate_a,candidate_b,candidate_margin,top_token,expected_candidate,revisit8,revisit16,revisit32,is_value_slot
object0_world0,full,0,"

",1.8849846124649048,2.125,15,30,1.8125,The,0,0.0,0.0,0.0,0
object0_world0,full,1,I,1.6642506122589111,1.125,15,30,-2.47509765625, don,0,0.0,0.0,0.0,0
object0_world0,full,2, will,2.3975372314453125,1.25,15,30,0.51416015625, keep,0,0.0,0.0,0.0,0
object0_world0,full,3, use,1.022367238998413,2.625,15,30,0.65625, the,0,0.002658127748873085,0.002658127748873085,0.002658127748873085,0
object0_world0,full,4, the,2.548713207244873,0.625,15,30,0.6875, given,0,0.006347553862724453,0.006347553862724453,0.006347553862724453,0
object0_world0,full,5, stated,0.3868686258792877,3.5,15,30,1.65625, facts,0,0.0013114523608237505,0.0013114523608237505,0.0013114523608237505,0
object0_world0,full,6, facts,1.6512043476104736,1.75,15,30,1.8125, to,0,0.0025582803646102548,0.0025582803646102548,0.0025582803646102548,0
object0_world0,full,7, to,2.3039255142211914,0.125,15,30,0.384765625, answer,0,0.0034244339331053197,0.0034244339331053197,0.0034244339331053197,0
object0_world0,full,8, identify,1.4824377298355103,2.375,15,30,0.890625, the,0,0.008809112943708897,0.008809112943708897,0.008809112943708897,0
object0_world0,full,9, the,2.1939501762390137,1.375,15,30,0.3671875, object,0,0.015424685727339238,0.018381798872724175,0.018381798872724175,0
object0_world0,full,10, required,1.3239071369171143,0.5,15,30,0.69921875, water,0,0.0056797166471369565,0.006595395680051297,0.006595395680051297,0
object0_world0,full,11, value,2.2937228679656982,0.375,15,30,0.5, for,0,0.002361201972234994,0.0016384145710617304,0.0016384145710617304,0
object0_world0,full,12,".
",3.1951441764831543,0.0,15,30,1.15625,The,0,0.012585258053150028,0.007831216556951404,0.007831216556951404,0
object0_world0,full,13,The,2.2076711654663086,0.125,15,30,-0.3125, tomato,0,0.00781146390363574,0.013137072150129825,0.013137072150129825,0
object0_world0,full,14, tomato,0.07156937569379807,6.25,15,30,0.44140625, plant,0,0.01939935446716845,0.03319818328600377,0.03319818328600377,0
object0_world0,full,15, plant,0.378732293844223,4.625,15,30,-0.04296875, requires,0,0.001018240989651531,0.0006946335779502988,0.0006946335779502988,0
object0_world0,full,16, requires,0.20022496581077576,5.0,15,30,7.359375, ,0,0.004143330326769501,0.00439948559505865,0.00439948559505865,0
object0_world0,full,17, ,0.049707747995853424,5.75,15,30,11.75,15,0,0.00972532166633755,0.010840726317837834,0.011103992292191833,1
object0_world0,cut_required,0,"

",2.705477476119995,0.625,15,30,-1.5625,The,0,0.0,0.0,0.0,0
object0_world0,cut_required,1,I,1.6360400915145874,1.25,15,30,-2.546875, don,0,0.0,0.0,0.0,0
object0_world0,cut_required,2, will,2.492475986480713,1.0,15,30,0.44580078125, keep,0,0.0,0.0,0.0,0
object0_world0,cut_required,3, use,0.8181871771812439,2.625,15,30,-0.25, the,0,0.0017666859785094857,0.0017666859785094857,0.0017666859785094857,0
object0_world0,cut_required,4, the,1.9743486642837524,0.875,15,30,0.234375, given,0,0.0045866057043895125,0.0045866057043895125,0.0045866057043895125,0
object0_world0,cut_required,5, stated,0.14125901460647583,4.75,15,30,1.390625, facts,0,0.001186011650133878,0.001186011650133878,0.001186011650133878,0
object0_world0,cut_required,6, facts,1.271209478378296,2.25,15,30,1.6015625, to,0,0.0023346638190560043,0.0023346638190560043,0.0023346638190560043,0
object0_world0,cut_required,7, to,2.378715753555298,0.0,15,30,0.224609375, complete,0,0.0024906916660256684,0.0024906916660256684,0.0024906916660256684,0
object0_world0,cut_required,8, identify,1.6148277521133423,2.125,15,30,0.40625, the,0,0.007271825161296874,0.007271825161296874,0.007271825161296874,0
object0_world0,cut_required,9, the,2.3358850479125977,0.625,15,30,-0.109375, object,0,0.012178135511931032,0.014575018431060016,0.014575018431060016,0
object0_world0,cut_required,10, required,2.0954489707946777,1.75,15,30,-0.078125, information,0,0.0016983756213448942,0.0016796115087345243,0.0016796115087345243,0
object0_world0,cut_required,11, value,2.4937758445739746,0.5,15,30,0.25,.,0,0.0059922318905591965,0.007578770688269287,0.007578770688269287,0
object0_world0,cut_required,12,".
",3.3654088973999023,0.0,15,30,-1.59375,Object,0,0.009990524384193122,0.0050003318465314806,0.0050003318465314806,0
object0_world0,cut_required,13,The,2.8123655319213867,0.125,15,30,-0.609375, pepper,0,0.006846290081739426,0.01083855505567044,0.01083855505567044,0
object0_world0,cut_required,14, tomato,1.568901777267456,2.0,15,30,-0.5703125, plant,0,0.019237750209867954,0.03074967348948121,0.03074967348948121,0
object0_world0,cut_required,15, plant,2.438042402267456,0.25,15,30,-0.6875, is,0,0.001148961135186255,0.0011638605501502752,0.0011638605501502752,0
object0_world0,cut_required,16, requires,1.2201893329620361,3.75,15,30,-0.96875, ,0,0.005511441850103438,0.005453337216749787,0.005453337216749787,0
object0_world0,cut_required,17, ,2.870845317840576,1.5,15,30,0.9375,20,0,0.00785276375245303,0.014011360181029886,0.014657531573902816,1
object0_world0,cut_competitor,0,"

",2.058037519454956,2.5,15,30,3.75,The,0,0.0,0.0,0.0,0
object0_world0,cut_competitor,1,I,1.697812557220459,0.875,15,30,-2.537109375, don,0,0.0,0.0,0.0,0
object0_world0,cut_competitor,2, will,2.4338736534118652,1.125,15,30,0.597900390625, keep,0,0.0,0.0,0.0,0
object0_world0,cut_competitor,3, use,1.1119329929351807,2.5,15,30,1.1328125, the,0,0.0022553519811481237,0.0022553519811481237,0.0022553519811481237,0
object0_world0,cut_competitor,4, the,2.3751907348632812,0.5,15,30,1.015625, given,0,0.004560476983897388,0.004560476983897388,0.004560476983897388,0
object0_world0,cut_competitor,5, stated,0.35687530040740967,3.125,15,30,1.8203125, facts,0,0.0011231398675590754,0.0011231398675590754,0.0011231398675590754,0
object0_world0,cut_competitor,6, facts,1.6386210918426514,1.75,15,30,1.9609375, to,0,0.0017028586589731276,0.0017028586589731276,0.0017028586589731276,0
object0_world0,cut_competitor,7, to,2.1226234436035156,0.0,15,30,0.326171875, complete,0,0.0020487174624577165,0.0020487174624577165,0.0020487174624577165,0
object0_world0,cut_competitor,8, identify,1.7266764640808105,1.75,15,30,0.9140625, the,0,0.006820222071837634,0.006820222071837634,0.006820222071837634,0
object0_world0,cut_competitor,9, the,1.1443179845809937,2.875,15,30,0.5234375, object,0,0.01198279787786305,0.014274196175392717,0.014274196175392717,0
object0_world0,cut_competitor,10, required,1.9024180173873901,0.125,15,30,0.7109375, water,0,0.004236461070831865,0.0047847998212091625,0.0047847998212091625,0
object0_world0,cut_competitor,11, value,2.4694948196411133,0.125,15,30,0.5, for,0,0.003272906702477485,0.0025521753123030066,0.0025521753123030066,0
object0_world0,cut_competitor,12,".
",2.239237070083618,1.0,15,30,1.125,Object,0,0.009432853083126247,0.004529035650193691,0.004529035650193691,0
object0_world0,cut_competitor,13,The,1.888582468032837,0.375,15,30,-0.0859375, object,0,0.007539085170719773,0.011644183425232768,0.011644183425232768,0
object0_world0,cut_competitor,14, tomato,0.09652548283338547,5.75,15,30,0.28515625, plant,0,0.018485178297851235,0.0327009002212435,0.0327009002212435,0
object0_world0,cut_competitor,15, plant,0.8283982872962952,3.5,15,30,-0.49755859375, requires,0,0.0011805727262981236,0.0007780315354466438,0.0007780315354466438,0
object0_world0,cut_competitor,16, requires,0.8682177066802979,3.125,15,30,5.875, ,0,0.0034515137667767704,0.0026619910495355725,0.0026619910495355725,0
object0_world0,cut_competitor,17, ,0.2322981357574463,4.9375,15,30,9.8125,15,0,0.015444458520505577,0.01839769387152046,0.018699670326896012,1
object0_world0,local16,0,"

",0.4330337643623352,3.75,15,30,-0.5625,##,0,0.0,0.0,0.0,0
object0_world0,local16,1,I,1.2655436992645264,0.75,15,30,-3.3125, don,0,0.0,0.0,0.0,0
object0_world0,local16,2, will,4.458393096923828,0.0,15,30,0.30859375, calculate,0,0.0,0.0,0.0,0
object0_world0,local16,3, use,2.4237074851989746,1.4375,15,30,-1.3828125, the,0,0.0021195478038862348,0.0021195478038862348,0.0021195478038862348,0
object0_world0,local16,4, the,3.4900879859924316,0.625,15,30,-1.828125, information,0,0.003493485623039305,0.003493485623039305,0.003493485623039305,0
object0_world0,local16,5, stated,3.2894561290740967,0.9375,15,30,1.158203125, information,0,0.0005625015473924577,0.0005625015473924577,0.0005625015473924577,0
object0_world0,local16,6, facts,0.7387028932571411,3.125,15,30,0.5, to,0,0.0024880561977624893,0.0024880561977624893,0.0024880561977624893,0
object0_world0,local16,7, to,3.2351861000061035,0.125,15,30,0.671875, solve,0,0.0014514530776068568,0.0014514530776068568,0.0014514530776068568,0
object0_world0,local16,8, identify,1.8428319692611694,1.875,15,30,-0.25390625, the,0,0.0039080780115909874,0.0039080780115909874,0.0039080780115909874,0
object0_world0,local16,9, the,4.716078758239746,0.9375,15,30,0.36328125, number,0,0.009693625033833086,0.012940127577167004,0.012940127577167004,0
object0_world0,local16,10, required,3.5421042442321777,1.1875,15,30,0.96875, information,0,0.0006552656413987279,0.00016493513248860836,0.00016493513248860836,0
object0_world0,local16,11, value,2.2241501808166504,0.125,15,30,0.0,".
",0,0.0007292022346518934,0.0,0.0,0
object0_world0,local16,12,".
",3.2589824199676514,1.0625,15,30,0.75,The,0,0.010610180674120784,0.0,0.0,0
object0_world0,local16,13,The,5.336300849914551,0.1875,15,30,0.5390625, required,0,0.0003814425435848534,0.0,0.0,0
object0_world0,local16,14, tomato,3.690112590789795,0.25,15,30,-0.1484375, is,0,0.00047032302245497704,0.0,0.0,0
