step,layer,head,source_mass,dispersion,shift,peak_position,peak_passage,peak_context,peak_attention,gain_position,gain_passage,gain_context,previous_attention,attention,gain
92,0,0,0.09664207696914673,7.991159879129084,0.4693849170853186,483,3, so that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze ,0.0019378662109375,483,3, so that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze ,5.555152893066406e-05,0.0019378662109375,0.001882314682006836
92,0,1,0.15197288990020752,7.512260165898591,0.15114994107293073,401,3,"st cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more effect",0.007537841796875,401,3,"st cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more effect",0.005401611328125,0.007537841796875,0.00213623046875
92,0,2,0.02732992172241211,7.421554609242669,0.5928020777872377,430,3, you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the fridge. You can ,0.0019989013671875,430,3, you don’t risk overcooking the onions.ooked bratwurst can last for about 5 days in the fridge. You can ,0.000701904296875,0.0019989013671875,0.0012969970703125
92,0,3,0.000841677188873291,5.619354806936917,0.6968400214670407,255,2,"ok. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and sim",0.00010061264038085938,226,2,1 Prick bratwurst with fork to prevent them from explo,9.298324584960938e-06,0.0,-9.298324584960938e-06
92,0,4,0.1072077751159668,7.709900487167015,0.18507681656739872,499,3,  Cook up a large batch of bratwurst and freeze it.,0.004669189453125,494,3, expiration date. 1  Cook up a large batch of bratwurst and freeze it.,0.001617431640625,0.002349853515625,0.000732421875
92,0,5,0.11483949422836304,7.722619008858616,0.1289352671789755,499,3,  Cook up a large batch of bratwurst and freeze it.,0.0031585693359375,186,1,l grate. 3  Combine the beer and onions in a large pot; bring to a boil. 4  Submerge the bratwurst in th,5.173683166503906e-05,0.000301361083984375,0.00024962425231933594
92,0,6,0.12024784088134766,7.26254166764219,0.2075216857622501,438,3,e onions.ooked bratwurst can last for about 5 days in the fridge. You can also store cooked bratwurst i,0.004180908203125,474,3,te the date that you stored it on the container so that you can keep track of its expiration date. 1  Coo,0.001953125,0.0025787353515625,0.0006256103515625
92,0,7,0.10868245363235474,7.569860897184676,0.17897867645392374,499,3,  Cook up a large batch of bratwurst and freeze it.,0.0033721923828125,387,3,ntly to make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after you,0.000644683837890625,0.0013885498046875,0.000743865966796875
92,0,8,0.3339163064956665,7.958488848343227,0.1955719997937929,488,3,you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze it.,0.006317138671875,389,3,o make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after you cook the bra,0.0040283203125,0.005401611328125,0.001373291015625
92,0,9,0.28243589401245117,7.76215953923916,0.6486125151678784,336,2,"ly oil grate. 4  Cook bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown e",0.004638671875,494,3, expiration date. 1  Cook up a large batch of bratwurst and freeze it.,0.000823974609375,0.004638671875,0.003814697265625
92,0,10,0.2628476619720459,7.815479972455871,0.49276861439153297,389,3,o make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after you cook the bra,0.006744384765625,452,3,fridge. You can also store cooked bratwurst in the freezer for up to 3 months in the freezer. Write the date,0.0015869140625,0.006317138671875,0.004730224609375
92,0,11,0.32726985216140747,7.417035521289609,0.2354747233051197,389,3,o make sure they are browned on all sides. 1  Some recipes suggest cooking the onions after you cook the bra,0.00958251953125,322,2,Preheat grill for medium-high heat. 3  Lightly oil grate. 4  Cook bratwurst on preheated grill for 10 to 1,0.000911712646484375,0.00250244140625,0.001590728759765625
92,0,12,0.3746962547302246,7.7303612580596015,0.1035777441781747,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.006866455078125,484,3,so that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze i,0.004547119140625,0.005859375,0.001312255859375
92,0,13,0.3880918025970459,7.741089041721259,0.11234782784892168,256,2,"Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simm",0.006805419921875,268,2,"s, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill ",0.004638671875,0.005645751953125,0.001007080078125
92,0,14,0.4025613069534302,7.757964729287601,0.07791995065991693,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.00830078125,484,3,so that you can keep track of its expiration date. 1  Cook up a large batch of bratwurst and freeze i,0.004638671875,0.00634765625,0.001708984375
92,0,15,0.3907899856567383,7.900433156804818,0.45022667168258074,499,3,  Cook up a large batch of bratwurst and freeze it.,0.00714111328125,268,2,"s, butter, and beer. 3  Place pot over medium heat, and simmer for 15 to 20 minutes.4  Preheat grill ",0.0013427734375,0.00555419921875,0.00421142578125
92,0,16,0.36772310733795166,7.268107257007064,0.11810926841781826,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.0118408203125,256,2,"Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and simm",0.006591796875,0.00982666015625,0.00323486328125
92,0,17,0.26995664834976196,7.115847123226795,0.2660907316827383,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.01104736328125,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.004486083984375,0.01104736328125,0.006561279296875
92,0,18,0.3693581819534302,7.3393995171845585,0.09897336217083821,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.0093994140625,170,1,"an outdoor grill for medium-high heat. 2  When hot, lightly oil grate. 3  Combine the beer and onions",0.006866455078125,0.00927734375,0.002410888671875
92,0,19,0.2932084798812866,7.246052303101751,0.14820823876863234,401,3,"st cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more effect",0.01007080078125,120,1,"the bratwurst on the preheated grill, turning once, 5 to 10 minutes. 4  Serve with the beer mixture a",0.006072998046875,0.00848388671875,0.002410888671875
92,0,20,0.48711466789245605,7.43611733390526,0.06382103884487775,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.0091552734375,496,3,ration date. 1  Cook up a large batch of bratwurst and freeze it.,0.006500244140625,0.00860595703125,0.002105712890625
92,0,21,0.49017202854156494,6.931593756650456,0.07472321402079571,401,3,"st cooking the onions after you cook the bratwurst, so that you can monitor the bratwurst more effect",0.0125732421875,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.00921630859375,0.01141357421875,0.002197265625
92,0,22,0.5155539512634277,8.019408533188876,0.06759201604293591,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.0101318359375,343,2," bratwurst on preheated grill for 10 to 14 minutes, turning occasionally to brown evenly.",0.00799560546875,0.0101318359375,0.00213623046875
92,0,23,0.3117227554321289,8.411205991607536,0.19140995125883872,480,3, it on the container so that you can keep track of its expiration date. 1  Cook up a large batch of brat,0.00531005859375,480,3, it on the container so that you can keep track of its expiration date. 1  Cook up a large batch of brat,0.00244140625,0.00531005859375,0.00286865234375
92,0,24,0.08071368932723999,6.772063591808328,0.2914407004420648,499,3,  Cook up a large batch of bratwurst and freeze it.,0.010986328125,499,3,  Cook up a large batch of bratwurst and freeze it.,0.007476806640625,0.010986328125,0.003509521484375
92,0,25,0.12653231620788574,7.4593734127432985,0.19499453122750313,499,3,  Cook up a large batch of bratwurst and freeze it.,0.00994873046875,499,3,  Cook up a large batch of bratwurst and freeze it.,0.00347900390625,0.00994873046875,0.0064697265625
92,0,26,0.09185928106307983,7.127571001770698,0.15767150167581312,499,3,  Cook up a large batch of bratwurst and freeze it.,0.00909423828125,499,3,  Cook up a large batch of bratwurst and freeze it.,0.006866455078125,0.00909423828125,0.002227783203125
92,0,27,0.12015068531036377,7.714225452490693,0.17286985573793187,499,3,  Cook up a large batch of bratwurst and freeze it.,0.0081787109375,499,3,  Cook up a large batch of bratwurst and freeze it.,0.004547119140625,0.0081787109375,0.003631591796875
92,0,28,0.365206241607666,6.664242756284665,0.1267260504672687,254,2,"ook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, ",0.0164794921875,254,2,"ook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, ",0.0137939453125,0.0164794921875,0.002685546875
92,0,29,0.1343047022819519,5.872799250274227,0.25460275972783586,120,1,"the bratwurst on the preheated grill, turning once, 5 to 10 minutes. 4  Serve with the beer mixture a",0.013427734375,254,2,"ook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, ",0.0032501220703125,0.0072021484375,0.0039520263671875
92,0,30,0.1590723991394043,6.141778498048995,0.11423324510151468,254,2,"ook. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, ",0.01275634765625,96,1,"ratwurst from the beer mixture; reduce heat to low, and continue cooking the onions. 3  Cook the brat",0.006378173828125,0.00994873046875,0.003570556640625
92,0,31,0.012840807437896729,3.6496579929844213,0.07651226948730427,170,1,"an outdoor grill for medium-high heat. 2  When hot, lightly oil grate. 3  Combine the beer and onions",0.001678466796875,170,1,"an outdoor grill for medium-high heat. 2  When hot, lightly oil grate. 3  Combine the beer and onions",0.000621795654296875,0.001678466796875,0.001056671142578125
92,1,0,0.011606693267822266,7.5020094161473105,0.1923465489833821,255,2,"ok. 2  Place in a large stock pot with the onions, butter, and beer. 3  Place pot over medium heat, and sim",0.0004177093505859375,86,1,"cook another 10 to 12 minutes. 2  Remove the bratwurst from the beer mixture; reduce heat to low, and co",9.632110595703125e-05,0.00023746490478515625,0.000141143798828125
92,1,1,0.017186462879180908,7.254614299284065,0.21328666528577914,148,1,mixture as a topping or side.irections. Prep. Cook. Ready In. 1  Preheat an outdoor grill for medium-,0.0011749267578125,148,1,mixture as a topping or side.irections. Prep. Cook. Ready In. 1  Preheat an outdoor grill for medium-,0.0003662109375,0.0011749267578125,0.0008087158203125
92,1,2,0.10375046730041504,8.483922690554543,0.13029653668810517,66,1,1 Reduce heat to medium and cook another 10 to 12 minutes. 2  R,0.00135040283203125,66,1,1 Reduce heat to medium and cook another 10 to 12 minutes. 2  R,0.000698089599609375,0.00135040283203125,0.000652313232421875
92,1,3,0.012689590454101562,7.835103827857612,0.2251024876638712,66,1,1 Reduce heat to medium and cook another 10 to 12 minutes. 2  R,0.0003032684326171875,151,1, a topping or side.irections. Prep. Cook. Ready In. 1  Preheat an outdoor grill for medium-high heat.,4.792213439941406e-05,0.0002841949462890625,0.00023627281188964844
92,1,4,0.025035619735717773,7.470370354127679,0.36007445826330037,470,3, in the freezer. Write the date that you stored it on the container so that you can keep track of its e,0.00115966796875,470,3, in the freezer. Write the date that you stored it on the container so that you can keep track of its e,9.441375732421875e-05,0.00115966796875,0.0010652542114257812
92,1,5,0.021824419498443604,7.253898861046975,0.5135777848276294,470,3, in the freezer. Write the date that you stored it on the container so that you can keep track of its e,0.000911712646484375,470,3, in the freezer. Write the date that you stored it on the container so that you can keep track of its e,9.238719940185547e-06,0.000911712646484375,0.0009024739265441895
92,1,6,0.03643620014190674,8.12964061669404,0.3091532998655626,392,3,"wned on all sides. 1  Some recipes suggest cooking the onions after you cook the bratwurst, so that you ",0.0006561279296875,86,1,"cook another 10 to 12 minutes. 2  Remove the bratwurst from the beer mixture; reduce heat to low, and co",6.198883056640625e-05,0.00051116943359375,0.00044918060302734375
92,1,7,0.018298029899597168,8.137624206698666,0.24366763996356405,85,1," cook another 10 to 12 minutes. 2  Remove the bratwurst from the beer mixture; reduce heat to low, an",0.000274658203125,85,1," cook another 10 to 12 minutes. 2  Remove the bratwurst from the beer mixture; reduce heat to low, an",6.818771362304688e-05,0.000274658203125,0.00020647048950195312
92,1,8,0.010527431964874268,8.407050713814355,0.08736625744614473,499,3,  Cook up a large batch of bratwurst and freeze it.,0.0003032684326171875,499,3,  Cook up a large batch of bratwurst and freeze it.,0.00019550323486328125,0.0003032684326171875,0.00010776519775390625
92,1,9,0.13684606552124023,8.468361518340146,0.0822540370137821,499,3,  Cook up a large batch of bratwurst and freeze it.,0.00390625,68,1,1 Reduce heat to medium and cook another 10 to 12 minutes. 2  Remove the ,0.00061798095703125,0.000732421875,0.00011444091796875
92,1,10,0.012911200523376465,8.292676208587668,0.09794302968210546,499,3,  Cook up a large batch of bratwurst and freeze it.,0.0003509521484375,349,2,"o 14 minutes, turning occasionally to brown evenly.",0.00011968612670898438,0.0002346038818359375,0.00011491775512695312
