step,query_position,query,token,shift,revisit,threshold,event,top1_probability,top2_margin,logit_entropy
0,534,"

",Based,,,,0,0.44672805070877075,0.125,
1,535,Based, on,61.95267975181682,,,0,0.9998664855957031,9.125,
2,536, on, the,44.43311409686771,11.68419959806791,,0,0.9448506832122803,3.125,
3,537, the, given,39.09303269631901,10.248338084388116,11.68419959806791,0,0.7671302556991577,1.875,
4,538, given, passages,36.94928037081572,11.481673116808388,11.61240652238392,0,0.9998645186424255,9.375,
5,539, passages,",",52.894783993133444,23.660475214144512,11.663946949941957,0,0.9876994490623474,4.625,
6,540,",", here,51.45742512823182,22.989053670151556,21.864033871733017,0,0.6670883297920227,1.125,
7,541, here,'s,51.98191041075849,21.631047259759594,23.52619090534592,0,0.599045991897583,0.75,
8,542,'s, how,35.76924297554812,10.729111730004636,23.492619828146275,0,0.7415539026260376,1.125,
9,543, how, to,43.085410985291034,15.153859277320896,23.459048750946625,0,0.9999770522117615,10.625,
10,544, to, cook,36.41914600175666,10.822357688137053,23.425477673746975,0,0.9997805953025818,8.5,
11,545, cook, br,39.98293709127718,14.132708482015985,23.39190659654733,0,0.963670015335083,3.375,
12,546, br,ats,50.63681223910318,22.11578518685666,23.35833551934768,0,1.0,15.375,
13,547,ats,":

",87.38818644777669,55.18240688544911,23.324764442148034,0,0.8862534165382385,2.25,
14,548,":

",1,83.07896876500948,50.05011490664947,37.84534446623156,0,0.933020293712616,3.25,
15,549,1,.,62.17141341807222,30.702710771493223,52.10303169816932,0,0.9999083876609802,11.0625,
16,550,., Pre,56.5777848898989,25.491765722821718,51.84641709922934,0,0.6311096549034119,0.875,
17,551, Pre,heat,51.650225608431825,21.597133103142934,51.58980250028936,0,0.9997367262840271,9.375,
18,552,heat, an,46.85316377131722,17.67438197563176,51.333187901349376,0,0.8911963701248169,2.375,
19,553, an, outdoor,51.9772867890147,21.548228220469113,51.333187901349376,0,0.9998512864112854,9.75,
20,554, outdoor, grill,44.84319030779278,15.28240552642571,51.333187901349376,0,0.9999809265136719,11.0,
