step,query_position,query,token,shift,revisit,threshold,event,top1_probability,top2_margin,logit_entropy
0,293,"

",Based,,,,0,0.876939594745636,2.875,
1,294,Based, on,33.57448322103832,,,0,0.9999886155128479,11.625,
2,295, on, the,25.332850276769296,6.791054459289485,,0,0.9999504089355469,10.125,
3,296, the, given,20.58271093981072,5.1119384223785325,6.791054459289485,0,0.7004359364509583,1.375,
4,297, given, passages,19.805696249451596,5.854186233707926,6.707098657443937,0,0.9999465942382812,10.25,
5,298, passages,",",31.46507103781488,14.743175915874138,6.697367636731329,0,0.8508771061897278,1.75,
6,299,",", here,28.63015556395503,13.217194499872287,13.550357697386437,0,0.8769245743751526,2.0,
7,300, here,'s,28.43399815372549,11.709747890437388,14.437979632673768,0,0.5061455368995667,0.25,
8,301,'s, a,18.69951786201412,5.334543257955812,14.361680561873676,0,0.9235337972640991,2.5,
9,302, a, brief,23.91969514966297,8.574338676970502,14.285381491073581,0,0.9953227043151855,6.125,
10,303, brief, explanation,21.374526186540937,7.191363771054796,14.20908242027349,0,0.5116450786590576,0.625,
11,304, explanation, of,23.717549267293286,9.420860052871085,14.132783349473398,0,0.9990544319152832,7.125,
12,305, of, each,25.61785745654814,10.128451949784756,14.056484278673304,0,0.9574225544929504,3.125,
13,306, each, type,18.397689870823225,5.1475456494952425,13.980185207873213,0,0.9667149782180786,3.625,
14,307, type, of,26.442312544704034,10.566993357274585,13.903886137073119,0,0.9999390244483948,9.75,
15,308, of, topology,27.58057048858416,11.398317424357245,13.827587066273026,0,0.9319158792495728,2.625,
16,309, topology, network,31.59189857433796,14.900908103188215,13.751287995472934,0,0.981927216053009,4.0,
17,310, network,":

",28.541406786570718,12.774180606587674,14.79049557206836,0,0.99396812915802,5.125,
18,311,":

",1,45.77457076418047,27.660597368740085,14.782608962702657,1,0.9804132580757141,4.0,
19,312,1,.,33.74797590969324,17.317010361541502,18.090830419576182,0,0.9999886155128479,12.125,
20,313,., Linear,34.29373282615569,16.837386243474185,19.902907113341147,0,0.5117485523223877,0.125,
21,314, Linear, Bus,34.94133156128919,16.833073807438765,19.902907113341147,0,0.999725341796875,9.125,
22,315, Bus,:,24.886002564249782,9.21783026431629,19.902907113341147,0,0.9132845997810364,2.5,
23,316,:, A,38.05572210636264,19.459838260258344,19.902907113341147,0,0.792853593826294,2.125,
24,317, A, Linear,30.09223748862606,12.470404103697675,21.51002803737878,0,0.5113251209259033,0.25,
25,318, Linear, Bus,33.55836421045794,15.549532666457184,21.51002803737878,0,0.998654305934906,6.625,
26,319, Bus, network,25.433853959585065,8.562203230606421,21.51002803737878,0,0.5510497689247131,0.375,
27,320, network, has,23.765207099163067,7.42567785479889,21.51002803737878,0,0.4439106583595276,0.25,
28,321, has, all,31.4034010610204,12.733344140160288,21.51002803737878,0,0.8144283294677734,2.0,
29,322, all, nodes,25.92278352294158,8.433719477908733,21.51002803737878,0,0.9782148003578186,4.375,
30,323, nodes, connected,26.546136825147038,8.862786018344915,21.51002803737878,0,0.9998740553855896,9.5,
31,324, connected, to,22.392265893153667,6.510396060105127,21.51002803737878,0,0.9998740553855896,9.875,
32,325, to, a,21.9335202169446,6.611209088709399,21.51002803737878,0,0.9978774785995483,6.25,
33,326, a, single,23.317109895454184,7.69282727172056,21.51002803737878,0,0.8663527965545654,2.625,
34,327, single, transmission,20.78278045353082,5.920556766324584,21.51002803737878,0,0.9066441059112549,3.0,
35,328, transmission, medium,27.144159802539114,10.229694520377102,17.852717336220714,0,0.999969482421875,10.875,
36,329, medium, with,27.719763266947258,11.038203946111027,17.492999247670227,0,0.9880122542381287,4.875,
37,330, with, two,32.613501031285594,14.862688976574606,17.48976492064366,0,0.9896097183227539,5.0,
38,331, two, endpoints,23.875951041293558,7.890298827780254,16.527109064907474,0,0.9998569488525391,9.625,
39,332, endpoints,.,35.114568594261705,17.494487177360554,16.527109064907474,1,0.664294958114624,1.125,
40,333,., If,45.97504227930524,26.84829653212575,16.035771294183025,0,0.6438309550285339,2.375,
41,334, If, there,36.72848499529931,19.061175369499956,19.83293951605185,0,0.7344132661819458,1.375,
42,335, there, are,36.56033035823262,18.397139676173623,21.007955660156405,0,0.9456583857536316,2.875,
43,336, are, more,32.22869473668574,14.252626057323324,21.007955660156405,0,0.8106731176376343,1.5,
44,337, more, than,24.20599678571046,7.903597027184645,21.007955660156405,0,0.9947723746299744,5.5,
45,338, than, two,24.509256120084412,8.959574460155515,21.007955660156405,0,0.999641478061676,8.0,
46,339, two, endpoints,32.29264838956537,14.825819582610977,21.007955660156405,0,0.9988619089126587,7.125,
47,340, endpoints,",",38.255398068252994,19.44464778613817,21.007955660156405,0,0.5821467041969299,0.5,
48,341,",", it,40.78245142792206,20.750186423468413,21.295559972635065,0,0.9668734669685364,3.75,
49,342, it,'s,34.54777364692539,15.765044515696003,22.274713950632748,0,0.7967389225959778,1.625,
50,343,'s, called,22.623552478093174,6.573563362996867,22.274713950632748,0,0.5182749032974243,0.75,
51,344, called, a,26.921919837871144,9.66439397368147,22.274713950632748,0,0.9911284446716309,4.75,
52,345, a, Distributed,24.44247679848373,7.717700943088966,22.274713950632748,0,0.997915506362915,7.25,
53,346, Distributed, Bus,38.85813161044937,18.337369240785243,22.274713950632748,0,0.9999542832374573,10.25,
54,347, Bus, network,36.633848136330215,17.24621215663237,22.274713950632748,0,0.5732471346855164,0.75,
55,348, network,".

",34.53152337668604,15.401324142034,22.274713950632748,0,0.7749127149581909,1.75,
56,349,".

",2,49.176313822953205,26.857352613039083,22.274713950632748,1,0.9969794750213623,6.0,
57,350,2,.,39.88569211484371,19.84421024648798,22.276977970861083,0,0.9999065399169922,10.875,
58,351,., Distributed,39.152011906395714,18.222672869509054,22.276977970861083,0,0.7261949181556702,1.0,
59,352, Distributed, Bus,45.58118650906777,23.548887940073918,22.276977970861083,1,0.9999083876609802,9.75,
60,353, Bus,:,36.47673593501174,16.700267405735666,24.376004108315207,0,0.9840778112411499,4.25,
61,354,:, A,60.29132812723136,36.16553192655216,24.376004108315207,1,0.5816206336021423,1.25,
62,355, A, Distributed,37.689161321704795,15.250538393351107,29.184397441417353,0,0.9769523739814758,4.875,
63,356, Distributed, Bus,49.56186535679459,25.58134106167473,29.184397441417353,0,0.9999828934669495,11.375,
64,357, Bus, network,38.41038507070363,16.330807174514035,29.184397441417353,0,0.9898456335067749,4.625,
65,358, network, has,33.121161078509054,11.859786106558285,29.184397441417353,0,0.5837177634239197,0.375,
66,359, has, all,33.976277292567914,12.376759599213127,29.184397441417353,0,0.956767201423645,3.875,
67,360, all, nodes,30.45540540577879,9.513112395703995,29.184397441417353,0,0.9999770522117615,10.875,
68,361, nodes, connected,34.44855855947159,12.01775596062948,29.184397441417353,0,0.999992311000824,13.0,
69,362, connected, to,27.87211803682287,7.0966388092756345,29.184397441417353,0,0.9999961853027344,13.75,
70,363, to, a,27.96322680527793,8.072616410530046,29.184397441417353,0,0.9998587965965271,9.625,
71,364, a, single,28.003903144408184,8.233071808821515,29.184397441417353,0,0.8298454284667969,2.0,
72,365, single, transmission,28.2299486110629,8.52027038543445,29.184397441417353,0,0.9993994235992432,8.375,
73,366, transmission, medium,49.84229466347934,24.718077920518635,28.227388777894088,0,0.9999961853027344,14.625,
74,367, medium, with,48.49517950800302,23.583895570142072,28.227388777894088,0,0.9181820750236511,3.0,
75,368, with, more,37.0815843453269,14.849968142066006,28.227388777894088,0,0.9813786745071411,4.0,
76,369, more, than,41.67496302404981,17.582525236443676,28.227388777894088,0,0.9999579787254333,10.375,
77,370, than, two,40.836928896241176,17.210194785705134,28.227388777894088,0,0.9999961853027344,13.0,
78,371, two, endpoints,35.306430483363194,13.680908985051971,24.93389370580766,0,0.9999904632568359,12.875,
79,372, endpoints, created,43.55167187506507,20.396917810161554,24.93389370580766,0,0.5739648342132568,0.5,
80,373, created, by,36.22168566304118,14.636341682497463,23.867441157736213,0,0.9998283386230469,8.75,
81,374, by, branching,32.085074136663955,11.025057505720017,23.867441157736213,0,0.9997730255126953,9.375,
82,375, branching, the,33.13464238062257,12.083775017251034,23.867441157736213,0,0.9807966947555542,4.125,
83,376, the, main,40.95180207450812,18.226229338477665,23.867441157736213,0,0.9999961853027344,13.375,
84,377, main, section,33.64379746032793,12.67623935332248,23.867441157736213,0,0.9883702993392944,4.625,
85,378, section,".

",40.88097437943282,17.65846485973572,23.867441157736213,0,0.9138264656066895,2.375,
86,379,".

",3,68.01748414150839,40.29465357173133,23.867441157736213,1,0.9978109002113342,6.75,
87,380,3,.,41.79898940177762,18.05977816535796,28.612221833321808,0,0.9997616410255432,9.625,
88,381,., Star,42.74524589316685,18.018746315202428,28.612221833321808,0,0.9937539100646973,5.75,
89,382, Star,:,51.4565834743014,24.33370466684896,28.612221833321808,0,0.9928710460662842,5.5,
90,383,:, A,53.204067884173675,25.182938635010757,28.323941893069552,0,0.5707128047943115,0.375,
91,384, A, Star,37.44526427533638,12.965115949337832,28.9608673691909,0,0.994654655456543,5.375,
92,385, Star, network,55.68368819933053,28.626035123711915,28.9608673691909,0,0.7056306600570679,0.875,
93,386, network, has,54.94092145025125,26.883181771469506,31.54318973571677,0,0.8585358262062073,2.25,
94,387, has, each,38.248093969907195,13.866602696137658,31.54318973571677,0,0.9791536927223206,4.0,
95,388, each, computer,33.5745976682402,10.30994715797578,31.54318973571677,0,0.9736541509628296,3.625,
96,389, computer, connected,35.24642870282218,11.614128038005838,31.54318973571677,0,0.9995957612991333,8.75,
97,390, connected, to,32.96940496904445,9.592095382797227,31.54318973571677,0,0.9997367262840271,8.25,
98,391, to, a,36.646913562874225,12.39276020549697,31.54318973571677,0,1.0,15.625,
99,392, a, central,31.868804798953857,10.13247650140571,31.54318973571677,0,0.9999809265136719,11.625,
100,393, central, hub,28.698379512432112,8.227537236707047,31.54318973571677,0,0.9999618530273438,11.5,
101,394, hub, using,34.38669522683064,12.124905608330268,31.54318973571677,0,0.9844701886177063,4.875,
102,395, using, a,42.22801559551034,17.019798793317282,31.54318973571677,0,0.8175660371780396,1.5,
103,396, a, point,26.388408569837793,6.997641250389092,27.318895109530107,0,0.9999886155128479,11.875,
104,397, point,-to,48.68577240945757,23.13765674233806,27.318895109530107,0,1.0,14.5,
105,398,-to,-point,59.88051788761817,32.631382361325755,27.318895109530107,1,0.9999961853027344,13.25,
106,399,-point, connection,72.89244998962323,44.15513082249174,29.627371933115377,0,1.0,14.375,
107,400, connection,".

",54.985725100883016,27.63705515752178,35.51231947661725,0,0.5442965030670166,0.875,
108,401,".

",4,61.98920766096709,33.95775121105039,35.51231947661725,0,0.9983305931091309,7.25,
109,402,4,.,42.807100068842814,18.468246574346676,36.507096113910734,0,0.9997310638427734,9.375,
110,403,., Mesh,44.56639574577995,19.577635011322876,36.507096113910734,0,0.9955733418464661,6.375,
111,404, Mesh,:,53.38491924291756,26.303002923785243,36.507096113910734,0,0.9957651495933533,5.625,
112,405,:, A,55.17655775452609,26.41177146783215,36.507096113910734,0,0.9495896100997925,3.625,
113,406, A, Mesh,40.8992230462982,14.735390919599928,36.507096113910734,0,0.9992982745170593,7.5,
114,407, Mesh, network,56.01383354209078,27.211421800950973,36.507096113910734,0,0.9932783842086792,5.0,
