step,query_position,query,token,shift,revisit,threshold,event,top1_probability,top2_margin,logit_entropy
0,293,"

",Based,,,,0,0.876939594745636,2.875,
1,294,Based, on,33.57448322103832,,,0,0.9999886155128479,11.625,
2,295, on, the,25.332850276769296,6.791054459289485,,0,0.9999504089355469,10.125,
3,296, the, given,20.58271093981072,5.1119384223785325,6.791054459289485,0,0.7004359364509583,1.375,
4,297, given, passages,19.805696249451596,5.854186233707926,6.707098657443937,0,0.9999465942382812,10.25,
5,298, passages,",",31.46507103781488,14.743175915874138,6.697367636731329,0,0.8508771061897278,1.75,
6,299,",", here,28.63015556395503,13.217194499872287,13.550357697386437,0,0.8769245743751526,2.0,
7,300, here,'s,28.43399815372549,11.709747890437388,14.437979632673768,0,0.5061455368995667,0.25,
8,301,'s, a,18.69951786201412,5.334543257955812,14.361680561873676,0,0.9235337972640991,2.5,
9,302, a, brief,23.91969514966297,8.574338676970502,14.285381491073581,0,0.9953227043151855,6.125,
10,303, brief, answer,21.374526186540937,7.191363771054796,14.20908242027349,0,0.5116450786590576,0.625,
11,304, answer, to,25.70382254972868,10.642180335619152,14.132783349473398,0,0.8113134503364563,1.875,
12,305, to, the,25.26246251431416,10.487986370281643,14.056484278673304,0,0.9651747345924377,3.5,
13,306, the, question,23.021524544520997,8.622790922548262,13.980185207873213,0,0.9869933128356934,4.625,
14,307, question,":

",27.59832413577094,12.57211339489021,13.903886137073119,0,0.765978217124939,1.25,
15,308,":

",1,37.69080799133994,20.47544422829742,13.827587066273026,0,0.5291112661361694,0.25,
16,309,1,.,34.634358138252296,17.937106546801797,16.749469825222285,0,0.9998683929443359,9.625,
17,310,., **,33.059532449358784,16.210627690312183,18.698607851250483,0,0.5809099674224854,0.5,
18,311, **,Linear,20.698494893555633,6.9330204923880245,18.5716909671757,0,0.8470814824104309,1.75,
19,312,Linear, Bus,31.88629442977835,14.725290751831,18.5716909671757,0,0.999172568321228,7.625,
20,313, Bus, Top,23.28542224229311,8.784436886536577,18.5716909671757,0,0.5322439074516296,0.375,
21,314, Top,ology,32.756251333946736,15.505630180837567,18.5716909671757,0,0.999992311000824,11.625,
22,315,ology,**:,34.92686090333714,17.787035467353512,18.5716909671757,0,0.9393485188484192,2.75,
23,316,**:, A,42.125515579424274,23.01138651875955,18.5716909671757,1,0.6021458506584167,0.75,
24,317, A, network,29.895982491979822,12.670160237854516,21.109429800912952,0,0.6249479055404663,0.875,
25,318, network, where,28.971922031607065,11.737341158132189,21.109429800912952,0,0.9207091331481934,2.75,
26,319, where, all,28.909205225747293,11.318600114048335,21.109429800912952,0,0.9937103390693665,5.125,
27,320, all, nodes,22.397580864172106,6.602568636365683,21.109429800912952,0,0.9987838268280029,6.75,
28,321, nodes, are,26.61517339346738,9.412459141745302,21.109429800912952,0,0.9963749647140503,5.625,
29,322, are, connected,27.2715240074616,9.873568853748615,21.109429800912952,0,0.999992311000824,13.0,
30,323, connected, to,26.50279877396239,8.834274659685445,21.109429800912952,0,0.999641478061676,8.625,
31,324, to, a,22.65438878339242,6.908892714536676,21.109429800912952,0,0.9992678165435791,7.375,
32,325, a, single,22.91748186230262,7.51234428035864,19.205676539791234,0,0.9064072966575623,2.875,
33,326, single, transmission,20.870078184390145,6.080918671560333,19.093123230205023,0,0.8817851543426514,2.75,
34,327, transmission, medium,26.13928317022514,9.440809621549874,19.093123230205023,0,0.9999504089355469,10.25,
35,328, medium, with,27.598330671812597,10.66297949229499,19.093123230205023,0,0.9862611889839172,4.875,
36,329, with, two,32.03950371806208,13.835293165766789,19.093123230205023,0,0.9832804203033447,4.5,
37,330, two, endpoints,23.07527839419642,6.902888978488847,19.093123230205023,0,0.9998073577880859,9.5,
38,331, endpoints,.,35.593446372873636,17.435452645524858,19.093123230205023,0,0.7695116400718689,1.875,
39,332,., If,43.70656343772473,23.995908991802175,18.82943611383353,1,0.5929383039474487,1.875,
40,333, If, there,34.84135591999953,17.109544503982185,19.075566732094188,0,0.7738906145095825,1.625,
41,334, there, are,31.261938910574834,13.668280215714754,19.075566732094188,0,0.9219955205917358,2.5,
42,335, are, more,26.31260756206717,9.847863539491978,19.075566732094188,0,0.8461077213287354,1.75,
43,336, more, than,24.100874839035242,8.412889434171573,19.075566732094188,0,0.9971943497657776,6.0,
44,337, than, two,24.62575575033624,9.125541130745754,19.075566732094188,0,0.9993478655815125,7.375,
45,338, two, endpoints,31.749391604796227,14.758030124284305,19.075566732094188,0,0.9992240071296692,7.75,
46,339, endpoints,",",37.64350368494341,19.331026715614094,19.075566732094188,1,0.6484339833259583,0.75,
47,340,",", it,40.48616187880344,21.058778548746226,20.497247284661114,0,0.9828978180885315,4.375,
48,341, it,'s,33.48483891722613,15.411940613904688,21.793061159510213,0,0.8430840969085693,2.0,
49,342,'s, a,21.388856748382416,5.84878382672515,21.793061159510213,0,0.5779558420181274,0.75,
50,343, a, Distributed,27.74782699823728,10.625987521090302,21.793061159510213,0,0.8789407014846802,2.25,
51,344, Distributed, Bus,38.179564037535414,18.34612947901907,21.793061159510213,0,0.9998587965965271,9.125,
52,345, Bus,".

",31.10308260523751,12.73781550635302,21.793061159510213,0,0.5044271349906921,0.375,
53,346,".

",2,54.824182787823624,33.011214188919425,21.793061159510213,1,0.9975844025611877,6.25,
54,347,2,.,44.45987658477493,23.523363168657887,26.249735291081485,0,0.999998152256012,14.8125,
55,348,., **,61.9024152505894,39.19958398155723,26.249735291081485,1,0.9999961853027344,14.25,
56,349, **,D,70.65307891510363,46.692989311178295,34.55830663707888,0,0.9389294981956482,2.75,
57,350,D,istributed,40.66461860574326,18.898447808655835,41.072935313962496,0,0.9999942779541016,13.375,
58,351,istributed, Bus,46.897947078547574,24.539057331779528,41.072935313962496,0,0.9999865889549255,11.75,
59,352, Bus, Top,29.729260856242902,9.987764160330705,41.072935313962496,0,0.9989915490150452,7.25,
60,353, Top,ology,50.90975123707895,26.06090730806165,41.072935313962496,0,0.9999961853027344,12.75,
61,354,ology,**:,49.801599172123005,24.336514194902517,41.072935313962496,0,0.9724515080451965,3.75,
62,355,**:, A,49.09810600319394,23.52109274374424,41.072935313962496,0,0.8274304270744324,2.125,
63,356, A, network,37.2410572192702,13.470952384465772,41.072935313962496,0,0.875188410282135,2.75,
64,357, network, where,38.61804889644683,15.06927400070018,41.072935313962496,0,0.9937065243721008,6.125,
65,358, where, all,35.36646166420292,11.604801020284045,41.072935313962496,0,0.993941605091095,5.75,
66,359, all, nodes,28.87112236873655,6.600646172491764,41.072935313962496,0,0.9999961853027344,13.5,
67,360, nodes, are,33.64831667336799,10.160845064440302,41.072935313962496,0,0.9999618530273438,10.75,
68,361, are, connected,36.96718173029319,12.213944525957917,41.072935313962496,0,0.9999961853027344,13.625,
69,362, connected, to,36.66076495825329,11.235711355314962,41.072935313962496,0,0.9999961853027344,14.125,
70,363, to, a,29.921790751626244,8.017789408865465,41.072935313962496,0,0.9998244643211365,9.125,
71,364, a, single,28.349572867749423,7.769417604721384,41.072935313962496,0,0.9214926362037659,3.25,
72,365, single, transmission,28.298322786797684,8.288834786635777,31.21892780884081,0,0.9997826218605042,9.625,
73,366, transmission, medium,40.36154324554076,16.58418812657411,24.91951982585006,0,1.0,15.25,
74,367, medium, with,41.592023199973994,17.17419450735541,24.91951982585006,0,0.9540756344795227,3.875,
75,368, with, more,37.106654249467674,14.59174851762621,24.7676124731923,0,0.989858865737915,4.625,
76,369, more, than,39.917666633599126,16.27527479287272,24.7676124731923,0,0.9999961853027344,13.125,
77,370, than, two,38.80028429069673,16.04065700853879,23.72494810653381,0,0.9999961853027344,13.125,
78,371, two, endpoints,34.40267359046442,12.976117306972117,18.760919066452615,0,0.999992311000824,12.75,
79,372, endpoints, created,43.13002082817556,20.1582190750277,16.731689721769435,1,0.5049941539764404,0.125,
80,373, created, by,35.66248272621134,13.994583396852235,17.920200649273482,0,0.9999351501464844,9.75,
81,374, by, branching,31.93002894685755,10.839909643405983,17.920200649273482,0,0.999849259853363,9.875,
82,375, branching, the,33.2097850697815,12.182279605009073,17.920200649273482,0,0.982732892036438,4.25,
83,376, the, main,40.81767114448199,17.771725417315054,17.920200649273482,0,0.9999961853027344,13.25,
84,377, main, section,33.230916478674,12.248066664644162,18.368348831743216,0,0.991773247718811,5.375,
85,378, section,".

",39.74939527727467,17.120239008204997,18.368348831743216,0,0.875019907951355,2.0,
86,379,".

",3,68.20862364376036,41.699658538188196,18.368348831743216,1,0.999025821685791,7.375,
87,380,3,.,46.63914289508792,22.52594258628167,25.543578940817824,0,0.9999961853027344,13.625,
88,381,., **,45.125258549208446,21.615042818699184,27.3193715742583,0,0.9978412985801697,6.75,
89,382, **,Star,52.22069979049661,26.105207603857554,27.3193715742583,0,0.9986485838890076,8.0,
90,383,Star, Top,47.20464210244662,21.49877242870673,30.003820337440214,0,0.9999504089355469,10.75,
91,384, Top,ology,42.02664389776531,18.06014759917165,30.003820337440214,0,0.999992311000824,11.75,
92,385,ology,**:,47.260081658585705,21.00708964864568,30.003820337440214,0,0.9941768050193787,5.5,
93,386,**:, A,51.216496569770854,24.215663125844372,30.003820337440214,0,0.9125758409500122,2.875,
94,387, A, network,38.743168192255226,13.363659372141022,30.003820337440214,0,0.9996243715286255,8.5,
95,388, network, where,37.231796810738366,12.590844985383947,30.003820337440214,0,0.9992735385894775,7.75,
96,389, where, each,35.9965422557796,11.517091508850418,30.003820337440214,0,0.9994966387748718,8.25,
97,390, each, computer,31.038421824055824,8.500116484316312,30.003820337440214,0,0.9659333825111389,3.375,
98,391, computer, is,35.6094485576526,12.105843871911642,30.003820337440214,0,0.9933768510818481,5.125,
99,392, is, connected,40.14171747366578,14.597890294915437,30.003820337440214,0,0.9998970031738281,9.25,
100,393, connected, to,43.38501814267312,16.972009805363086,30.003820337440214,0,0.9997367262840271,8.25,
101,394, to, a,28.026364610708832,7.90370833122822,30.003820337440214,0,1.0,16.0,
102,395, a, central,31.519397203945363,10.22247591864001,30.003820337440214,0,0.9999733567237854,11.125,
103,396, central, hub,28.789976333009182,8.459745700560745,24.688049245347667,0,0.9998779296875,10.0,
104,397, hub, using,34.93816573189218,13.214440916742706,24.688049245347667,0,0.9895172715187073,5.375,
105,398, using, a,42.63656630753937,17.967712261538384,24.688049245347667,0,0.7310158014297485,1.0,
106,399, a, point,25.19358435141548,6.95789578021977,22.17799510299114,0,0.9999579787254333,10.625,
107,400, point,-to,47.206460731201204,22.733483123459052,21.809233017945353,1,1.0,14.875,
108,401,-to,-point,63.58171512789674,37.872899269724506,23.104028124055382,0,0.9999961853027344,14.375,
109,402,-point, connection,75.94919865874797,48.74504994051002,27.629972161814408,0,1.0,15.125,
110,403, connection,".

",54.20907697279219,27.909520896592696,40.590936937420885,0,0.7864194512367249,1.625,
111,404,".

",4,63.81077736215401,36.41385961328548,40.590936937420885,0,0.9983286261558533,7.0,
112,405,4,.,46.45283727598905,21.93129068948304,40.590936937420885,0,0.9999961853027344,13.75,
113,406,., **,44.76011077272389,20.407556183112355,40.590936937420885,0,0.9995155930519104,8.875,
114,407, **,Mesh,50.80801340128076,24.239791051539978,40.590936937420885,0,0.999855101108551,10.375,
115,408,Mesh, Top,47.77595915131208,21.20801290201932,40.590936937420885,0,0.9999809265136719,11.5,
