step,query_step,query_position,query,token,shift,revisit,threshold,active,event,top1_probability,top2_margin,logit_entropy
0,-1,534,"

",To,,,,0,0,0.44672805,0.125,1.8990703
1,0,535,To, cook,33.01613331879109,,,0,0,0.99950033,8.625,0.0077361623
2,1,536, cook, br,27.80393556049663,0.6780731139531686,,0,0,0.9694033,3.5,0.20643045
3,2,537, br,ats,39.22907449998338,1.4284669147110534,0.6780731139531686,0,0,1.0,15.125,1.279985e-05
4,3,538,ats,",",47.4033255018577,2.6268205089112753,1.3909472246731591,0,0,0.84200096,2.125,0.8722577
5,4,539,",", follow,47.15202872716753,3.464365322678812,2.506985149491253,0,0,0.45137712,0.125,2.0599663
6,5,540, follow, these,38.59181208178059,1.7505291973808799,3.3387336006136814,0,0,0.6002756,0.625,1.3758041
7,6,541, these, steps,29.7691568444009,1.2631101687652373,3.2968563599253047,0,0,0.9598508,3.5,0.3094588
8,7,542, steps,":

",32.398588005507364,1.6238846549031303,3.254979119236928,0,0,0.40401804,0.125,1.7942529
9,8,543,":

",1,50.712789538840724,4.012624932334482,3.2131018785485503,0,0,0.90591466,2.5,0.5761502
10,9,544,1,.,43.71721831767466,3.3143848413641583,3.8207340689549976,0,0,0.99953663,8.625,0.0072604357
11,10,545,., Pr,48.55041399068739,5.358019653205307,3.793321088472214,0,0,0.68103474,1.0,1.3172498
12,11,546, Pr,ick,48.918066641150084,5.456308321340874,4.752592028813434,0,0,0.9999923,12.375,0.0001611135
13,12,547,ick, the,38.55388499101355,3.6324253690212522,5.4071639872730906,0,0,0.86265755,1.875,0.6238221
14,13,548, the, brat,34.77986428552239,3.4028487119531143,5.402249553866312,0,0,0.96260077,3.25,0.23140444
15,14,549, brat,w,36.07704129995217,3.067440928954878,5.397335120459534,0,0,0.9999962,12.5,9.2980954e-05
16,15,550,w,urst,56.11800431974974,6.982887079144945,5.392420687052756,0,0,0.9999923,12.75,0.00012979298
17,16,551,urst, with,57.98277746915413,8.644700168399382,5.914281948682094,1,1,0.987432,4.375,0.098730005
18,17,552, with, a,33.97199209663404,2.5887852832430154,7.398340351458554,0,0,0.9998588,8.875,0.002054496
19,18,553, a, fork,24.856640408288506,1.0422993160726435,7.398340351458554,0,0,0.99998474,11.125,0.00026792646
20,19,554, fork, to,36.333004857652284,2.9881020592954464,7.398340351458554,0,0,0.9074589,2.625,0.56362456
21,20,555, to, prevent,32.93284565148197,2.0481923383151632,7.398340351458554,0,0,0.9999809,11.375,0.00038910532
22,21,556, prevent, them,28.287690696576426,1.1647670880396506,7.398340351458554,0,0,0.869241,2.5,0.79032904
23,22,557, them, from,26.17100103116426,1.4230824860914977,7.398340351458554,0,0,0.9999923,12.125,0.0001269736
24,23,558, from, exploding,28.804203484690706,1.80679809205811,7.398340351458554,0,0,0.98873997,4.5,0.091812775
25,24,559, exploding, as,35.74096610408409,2.1202003949252326,7.398340351458554,0,0,0.5116168,0.125,1.2293319
26,25,560, as, they,28.693313758698004,1.633706880772292,7.398340351458554,0,0,0.999958,10.125,0.000716052
27,26,561, they, cook,29.577229138163727,2.6756054701576995,7.398340351458554,0,0,0.9999962,13.875,5.695806e-05
28,27,562, cook,".
",39.90091512095422,3.84480267984832,7.398340351458554,0,0,0.90757495,2.875,0.54831403
29,28,563,".
",2,41.25513957805056,4.696856452940886,7.398340351458554,0,0,0.9967533,6.25,0.040585954
30,29,564,2,.,42.017243795504655,5.521708759262397,7.398340351458554,0,0,0.9999638,11.5,0.0007592169
31,30,565,., Combine,42.36014581734662,5.871867393566326,7.398340351458554,0,0,0.42605877,0.5,2.5592394
32,31,566, Combine, the,50.66676872909914,7.8541015501754865,7.398340351458554,1,1,0.9125636,2.75,0.5476917
33,32,567, the, brat,25.831857193111535,1.5540405996583782,8.05175120473146,0,0,0.61528474,0.5,1.0692236
34,33,568, brat,w,46.99446075326991,8.541630906516477,6.367425932718616,1,1,1.0,16.375,1.4203991e-05
35,34,569,w,urst,57.02049425950845,5.536412289951038,8.025983889260734,0,0,1.0,13.5,4.1629995e-05
36,35,570,urst,",",60.18883470619963,6.084738132363459,8.025983889260734,0,0,0.6942193,1.0,1.138599
37,36,571,",", onions,42.24387342535469,5.498923582984467,8.025983889260734,0,0,0.96875453,3.5,0.2178405
38,37,572, onions,",",37.33925533651264,3.2258601776534395,8.025983889260734,0,0,0.991361,4.75,0.072312444
