step,query_step,query_position,query,token,shift,revisit,threshold,active,event,top1_probability,top2_margin,logit_entropy
0,-1,433,"

",In,,,,0,0,0.39813533,0.0,1.7358274
1,0,434,In,ca,25.98146954104719,,,0,0,0.9986752,7.625,0.018675243
2,1,435,ca, clothes,24.659221943256032,0.7473712998068975,,0,0,0.7750221,1.75,1.0689247
3,2,436, clothes, consisted,29.444833250789205,1.01217424685444,0.7473712998068975,0,0,0.55123276,1.0,2.0354116
4,3,437, consisted, of,30.33080814063296,1.5938947439618218,0.9989340995020628,0,0,0.9961792,5.625,0.03786458
5,4,438, of, woven,28.0118264995848,1.9778051164291797,1.5357226942510835,0,0,0.8265692,1.875,0.9608383
6,5,439, woven, or,35.28896851009554,4.293253288575874,1.9202185605590758,0,0,0.9986067,6.875,0.01665983
7,6,440, or, kn,27.5115246885283,2.352950050062801,3.830163654146535,0,0,0.9999504,10.0,0.0008161392
8,7,441, kn,itted,38.11654639532018,3.812813457439033,3.8081774789476057,0,0,1.0,14.625,2.9086765e-05
9,8,442,itted, textiles,39.32425317614036,4.019803401656745,4.149121339234822,0,0,0.9998665,9.875,0.0023238154
10,9,443, textiles,",",24.661202723138985,1.8361384758778696,4.197545828154179,0,0,0.7451154,2.0,1.3323715
11,10,444,",", held,26.565172199782914,2.6106483986697713,4.183873333808222,0,0,0.51688105,1.625,2.650685
12,11,445, held, together,36.03933921605261,4.761711203675021,4.170200839462265,0,0,0.999939,9.75,0.00096597656
13,12,446, together, by,19.872448599833756,1.4063166921874268,4.527482246125448,0,0,0.9924223,4.875,0.06429035
14,13,447, by, large,23.873743000237134,1.7843689199493835,4.50405935037049,0,0,0.8175629,1.5,0.68565065
15,14,448, large, metal,22.45045863054969,1.4332982786897783,4.480636454615532,0,0,1.0,13.375,3.331169e-05
16,15,449, metal, pins,19.692998970994804,0.8076386794911565,4.457213558860575,0,0,1.0,14.625,1.4141331e-05
17,16,450, pins,.,30.669983086866793,3.3613080267609687,4.433790663105618,0,0,0.7907362,1.375,0.7993214
18,17,451,., They,38.68271921013243,5.073851853623827,4.410367767350661,1,1,0.33703056,0.125,2.838907
19,18,452, They, wore,28.822815661051052,2.4374084465224986,4.839746366162222,0,0,0.79041964,2.25,1.3766773
20,19,453, wore, tun,25.001179443052983,1.8112496822256396,4.839746366162222,0,0,0.43058878,0.0,1.9691683
21,20,454, tun,ics,40.822476873913864,6.279448425074051,4.839746366162222,1,1,1.0,16.0,5.7364186e-06
22,21,455,ics, and,25.23223959304849,1.553625333509038,5.375250996486383,0,0,0.49259925,1.0,2.0189703
23,22,456, and, skirts,26.385672806890703,1.9696293913005363,5.375250996486383,0,0,0.67365277,0.875,1.2510166
