step,query_position,query,token,shift,revisit,threshold,event,top1_probability,top2_margin,logit_entropy
0,293,"

",Based,,,,0,0.876939594745636,2.875,
1,294,Based, on,33.57448322103832,,,0,0.9999886155128479,11.625,
2,295, on, the,25.332850276769296,6.791054459289485,,0,0.9999504089355469,10.125,
3,296, the, given,20.58271093981072,5.1119384223785325,6.791054459289485,0,0.7004359364509583,1.375,
4,297, given, passages,19.805696249451596,5.854186233707926,6.707098657443937,0,0.9999465942382812,10.25,
5,298, passages,",",31.46507103781488,14.743175915874138,6.697367636731329,0,0.8508771061897278,1.75,
6,299,",", here,28.63015556395503,13.217194499872287,13.550357697386437,0,0.8769245743751526,2.0,
7,300, here,'s,28.43399815372549,11.709747890437388,14.437979632673768,0,0.5061455368995667,0.25,
8,301,'s, a,18.69951786201412,5.334543257955812,14.361680561873676,0,0.9235337972640991,2.5,
9,302, a, brief,23.91969514966297,8.574338676970502,14.285381491073581,0,0.9953227043151855,6.125,
10,303, brief, explanation,21.374526186540937,7.191363771054796,14.20908242027349,0,0.5116450786590576,0.625,
11,304, explanation, of,23.717549267293286,9.420860052871085,14.132783349473398,0,0.9990544319152832,7.125,
12,305, of, each,25.61785745654814,10.128451949784756,14.056484278673304,0,0.9574225544929504,3.125,
13,306, each, type,18.397689870823225,5.1475456494952425,13.980185207873213,0,0.9667149782180786,3.625,
14,307, type, of,26.442312544704034,10.566993357274585,13.903886137073119,0,0.9999390244483948,9.75,
15,308, of, topology,27.58057048858416,11.398317424357245,13.827587066273026,0,0.9319158792495728,2.625,
16,309, topology, network,31.59189857433796,14.900908103188215,13.751287995472934,0,0.981927216053009,4.0,
17,310, network,":

",28.541406786570718,12.774180606587674,14.79049557206836,0,0.99396812915802,5.125,
18,311,":

",1,45.77457076418047,27.660597368740085,14.782608962702657,1,0.9804132580757141,4.0,
19,312,1,.,33.74797590969324,17.317010361541502,18.090830419576182,0,0.9999886155128479,12.125,
20,313,., Linear,34.29373282615569,16.837386243474185,19.902907113341147,0,0.5117485523223877,0.125,
21,314, Linear, Bus,34.94133156128919,16.833073807438765,19.902907113341147,0,0.999725341796875,9.125,
22,315, Bus,:,24.886002564249782,9.21783026431629,19.902907113341147,0,0.9132845997810364,2.5,
23,316,:, A,38.05572210636264,19.459838260258344,19.902907113341147,0,0.792853593826294,2.125,
24,317, A, network,30.09223748862606,12.470404103697675,21.51002803737878,0,0.5113251209259033,0.25,
25,318, network, where,29.782711104019747,12.221474508605422,21.51002803737878,0,0.9166247844696045,2.75,
26,319, where, all,29.33564672067261,11.348483995991428,21.51002803737878,0,0.994214653968811,5.25,
27,320, all, nodes,22.40079181961291,6.411394560755944,21.51002803737878,0,0.998760998249054,6.75,
28,321, nodes, are,26.95140994063562,9.287899169901614,21.51002803737878,0,0.995368242263794,5.375,
29,322, are, connected,27.330623112683217,9.6018690850144,21.51002803737878,0,0.999992311000824,12.875,
30,323, connected, to,26.09782100506255,8.17802501840259,21.51002803737878,0,0.9996110200881958,8.375,
31,324, to, a,22.344002680745405,6.473215147042413,21.51002803737878,0,0.999641478061676,8.125,
32,325, a, single,22.796053991982156,7.059416639723874,21.51002803737878,0,0.8833338618278503,2.75,
33,326, single, transmission,20.640752407073833,5.7003399722359465,21.51002803737878,0,0.8938316106796265,2.875,
34,327, transmission, medium,26.268578343775367,9.022175963123962,21.51002803737878,0,0.9999618530273438,10.5,
35,328, medium, with,27.58513726673337,10.790875905936598,17.852717336220714,0,0.9822737574577332,4.5,
36,329, with, two,31.550036364121702,13.717364224192233,17.492999247670227,0,0.9905160665512085,5.125,
37,330, two, endpoints,23.05925909285233,7.14991163602171,17.48976492064366,0,0.999725341796875,9.0,
38,331, endpoints,".
",35.74439813543667,17.771790167121246,15.152982733208761,1,0.8493027091026306,2.625,
39,332,".
",2,52.4251009200253,32.15670840152562,18.19380219040552,0,0.9993574023246765,7.75,
40,333,2,.,38.38370889639298,20.574321350974095,21.36801972572234,0,0.9999351501464844,11.0,
41,334,., Distributed,39.48178058728403,21.417990224366118,23.469918113611975,0,0.9997139573097229,8.875,
42,335, Distributed, Bus,41.25612550182025,21.865442438483996,24.102669768655993,0,0.999992311000824,12.5,
43,336, Bus,:,32.83604774357116,15.514686778177346,24.4382589292444,0,0.9977841973304749,6.125,
44,337,:, A,50.972983878143296,29.77895898977143,24.4382589292444,1,0.9909829497337341,5.25,
45,338, A, network,34.39777643295915,15.21624913175712,30.373396342709977,0,0.9994432330131531,8.25,
46,339, network, where,36.17089567287227,16.093646870096556,30.373396342709977,0,0.9995537400245667,7.875,
47,340, where, all,34.88619889100897,14.06208416547056,30.373396342709977,0,0.9977442026138306,6.625,
48,341, all, nodes,27.236550463675705,8.45111905108841,30.373396342709977,0,1.0,14.625,
49,342, nodes, are,31.476462996422693,11.472006779838019,30.373396342709977,0,0.9999809265136719,11.0,
50,343, are, connected,33.94951595302824,12.73115462582688,30.373396342709977,0,1.0,14.5,
51,344, connected, to,32.74597233494975,10.651444852087868,30.373396342709977,0,1.0,16.0,
52,345, to, a,28.278582861832398,8.222207775813278,30.373396342709977,0,0.9999618530273438,10.5,
53,346, a, single,27.428246669074284,8.384940709537549,30.373396342709977,0,0.9485341906547546,3.5,
54,347, single, transmission,27.252269308854565,8.171909586669756,30.373396342709977,0,0.9997959733009338,9.375,
55,348, transmission, medium,48.12985873830981,23.72475442672091,30.373396342709977,0,1.0,14.75,
56,349, medium, with,47.98371982539512,23.764645457710415,25.23830556748354,0,0.9241046905517578,3.0,
57,350, with, more,34.23067798300256,12.701599210262799,25.268223840725668,0,0.8349067568778992,1.625,
58,351, more, than,37.66706385955724,15.122791664103657,25.268223840725668,0,0.9999961853027344,13.125,
59,352, than, two,34.6674745553242,13.672422247989308,25.268223840725668,0,0.9999961853027344,13.625,
60,353, two, endpoints,33.66722866827317,12.490338862446034,25.268223840725668,0,0.9999886155128479,12.5,
61,354, endpoints,",",40.05047388617325,17.7101372240098,23.734727184468287,0,0.6715282797813416,0.875,
62,355,",", created,33.230593467842496,13.038569511896029,23.734727184468287,0,0.9428039193153381,3.25,
63,356, created, by,38.11299681096441,16.269966784406833,23.734727184468287,0,0.9999122619628906,9.375,
64,357, by, branching,28.792106853438646,8.801958930713212,23.734727184468287,0,0.999847412109375,9.625,
65,358, branching, the,30.58084310289128,10.768540146849007,23.734727184468287,0,0.986861526966095,4.625,
66,359, the, main,34.55452526572371,13.292260621461775,23.734727184468287,0,1.0,13.875,
67,360, main, section,26.96399873910855,8.252496304625925,23.734727184468287,0,0.9950456023216248,5.5,
68,361, section,".
",35.88595067376524,15.166401795377343,23.734727184468287,0,0.9576727151870728,3.125,
69,362,".
",3,63.61558714662698,38.240233022043284,23.734727184468287,1,0.9993250370025635,7.75,
70,363,3,.,40.25702181928368,18.04519916863384,27.383542348793632,0,0.9998169541358948,9.375,
71,364,., Star,40.1796701198309,17.415970362924362,27.383542348793632,0,0.9944403767585754,5.75,
72,365, Star,:,47.8114642819186,23.299983951246464,27.383542348793632,0,0.9958449006080627,5.75,
73,366,:, A,49.964120895329486,24.839844005981227,27.03504621894567,0,0.9436692595481873,3.0,
74,367, A, network,34.85396924679168,12.268906666314138,28.189941259996743,0,0.996198296546936,6.0,
75,368, network, where,36.47341819633124,13.799407877321276,28.189941259996743,0,0.9992221593856812,7.5,
76,369, where, each,34.98110566592946,12.471983373018443,28.189941259996743,0,0.9998512864112854,9.375,
77,370, each, computer,29.624716396351214,8.689984683934558,28.189941259996743,0,0.9899571537971497,4.625,
78,371, computer, is,34.33648942690428,12.349442406113177,28.189941259996743,0,0.9939283132553101,5.125,
79,372, is, connected,38.144818455050945,14.694310284265583,28.189941259996743,0,0.9999542832374573,10.125,
80,373, connected, to,39.58057142635093,15.876906341929336,28.189941259996743,0,0.9999046921730042,9.25,
81,374, to, a,26.674970850983186,7.813040475030866,28.189941259996743,0,1.0,17.0,
82,375, a, central,29.467891919466425,10.053590531439358,28.189941259996743,0,0.9999886155128479,12.125,
83,376, central, hub,28.400626823052775,8.458814560638377,28.189941259996743,0,0.999969482421875,11.375,
84,377, hub, using,32.76628891694572,11.951027170122355,28.189941259996743,0,0.9916844367980957,5.625,
85,378, using, a,39.642192235110166,16.167800477295764,28.189941259996743,0,0.6791447997093201,0.75,
86,379, a, point,24.232393233927215,6.858515368898156,23.684948964930154,0,0.9999809265136719,11.375,
87,380, point,-to,48.15885605839363,24.54226828628388,23.684948964930154,1,0.9999961853027344,12.375,
88,381,-to,-point,55.92678724939099,31.190230922302185,24.616662216208216,0,0.9999961853027344,13.625,
89,382,-point, connection,69.11294223958404,43.122133769773264,26.427440735061467,0,1.0,15.25,
90,383, connection,".
",50.3456209045103,25.72292408636498,34.17320663416996,0,0.9057798981666565,2.375,
91,384,".
",4,56.353212444984464,30.993981800221555,34.17320663416996,0,0.9995996356010437,8.25,
92,385,4,.,40.73538158035632,17.742211362556397,34.17320663416996,0,0.9997978210449219,9.625,
93,386,., Mesh,41.02060957168922,17.623094130741286,34.17320663416996,0,0.9983019828796387,6.875,
94,387, Mesh,:,49.275890521844566,23.469915699032796,34.17320663416996,0,0.9970612525939941,5.875,
95,388,:, A,49.65058848334532,22.96847451785922,34.17320663416996,0,0.9872398972511292,4.5,
96,389, A, network,39.76775889999611,14.625232171687285,34.17320663416996,0,0.9999542832374573,10.625,
97,390, network, where,40.80213426199583,15.756530058655391,34.17320663416996,0,0.7540438175201416,1.125,
98,391, where, messages,38.02805966865934,12.908508145933089,34.17320663416996,0,0.999342143535614,8.75,
99,392, messages, can,39.7279379269865,14.190903525174042,34.17320663416996,0,0.8175660371780396,1.5,
100,393, can, take,34.85844433583526,10.068358557842542,34.17320663416996,0,0.969754695892334,3.75,
101,394, take, any,34.01839525890607,10.223081994593763,34.17320663416996,0,0.9251275062561035,3.0,
102,395, any, of,24.63079231899121,5.669705242918397,34.17320663416996,0,0.7767505645751953,1.25,
103,396, of, several,28.25407421290488,7.239740098219549,34.17320663416996,0,0.9999313354492188,9.75,
104,397, several, possible,30.985058169307116,9.25463435082603,34.17320663416996,0,0.999370813369751,7.375,
105,398, possible, paths,24.77422270317392,6.186379368007288,34.02601979260948,0,0.9997673630714417,8.375,
106,399, paths, from,33.80262081553349,11.615664324170211,27.040688514829125,0,0.9996986985206604,8.625,
107,400, from, source,40.800080534536164,17.321516081581724,25.350932224329988,0,0.997428297996521,6.0,
108,401, source, to,38.73021830247011,15.47684930047626,23.093834813152615,0,1.0,18.625,
109,402, to, destination,60.74728394093762,34.33364312591957,23.093834813152615,1,0.9999961853027344,13.875,
110,403, destination,",",54.97841506307701,28.910838272654573,26.185847555754492,0,0.867740273475647,2.0,
111,404,",", allowing,41.726389029235236,18.583879331596112,30.266539485970824,0,0.5545799732208252,1.625,
112,405, allowing, for,41.081870226567915,17.979114677006763,30.266539485970824,0,0.7855905294418335,2.25,
113,406, for, multiple,23.21241468300873,5.447814249671885,30.266539485970824,0,0.39692366123199463,1.0,
114,407, multiple, routes,27.671813745518044,8.21046941555905,30.266539485970824,0,0.9623768925666809,4.0,
115,408, routes,.,44.60697385845375,22.590256485643767,30.266539485970824,0,0.7160634994506836,1.5,
