step,query_step,query_position,query,token,shift,revisit,threshold,active,event,top1_probability,top2_margin,logit_entropy
0,-1,293,"

",Based,,,,0,0,0.8769396,2.875,0.87727815
1,0,294,Based, on,14.46368801576323,,,0,0,0.9999886,11.625,0.00022536548
2,1,295, on, the,8.857777779467668,0.03062435042315654,,0,0,0.9999504,10.125,0.0008557414
3,2,296, the, given,15.419327835594883,0.35042788733181746,0.03062435042315654,0,0,0.70043594,1.375,1.1813184
4,3,297, given, passages,17.01338417170761,0.49842265219615645,0.3344377104863844,0,0,0.9999466,10.25,0.0009153773
5,4,298, passages,",",24.109512281218272,0.9150705932986464,0.4836231757097225,0,0,0.8508771,1.75,0.62097764
6,5,299,",", here,22.86290103819092,0.8891412551692073,0.8525734021332727,0,0,0.8769246,2.0,0.5709577
7,6,300, here,'s,19.995118861752154,0.5274462338706103,0.9098847256727586,0,0,0.50614554,0.25,1.3582423
8,7,301,'s, a,12.276335637591806,0.21469193009922627,0.9085882587662866,0,0,0.9235338,2.5,0.39596537
9,8,302, a, brief,20.230623076451135,0.9780412998344343,0.9072917918598147,0,0,0.9953227,6.125,0.053966016
10,9,303, brief, explanation,14.932781983801927,0.5113759949072665,0.9560015525469086,0,0,0.5116451,0.625,1.7168812
11,10,304, explanation, of,14.305001472512322,0.3405200833927871,0.9528530172201192,0,0,0.99905443,7.125,0.011433726
12,11,305, of, each,30.543476779015535,1.944129703927775,0.9497044818933297,0,0,0.95742255,3.125,0.2583079
13,12,306, each, type,15.327438199609938,0.6266785206386726,1.4610855018811046,0,0,0.966715,3.625,0.24758759
14,13,307, type, of,25.959116827633366,2.431546250849616,1.412781081676437,0,0,0.999939,9.75,0.0009732103
15,14,308, of, topology,27.43795997193741,2.0543293549772406,2.1390963226965107,0,0,0.9319159,2.625,0.36394662
16,15,309, topology, network,23.120643250594064,1.8331627999554063,2.186355268532572,0,0,0.9819272,4.0,0.13142979
17,16,310, network,":

",20.71587638388015,1.3092563759203546,2.167494423738953,0,0,0.9939681,5.125,0.054392297
18,17,311,":

",1,38.695305156611376,2.6861694997754357,2.1486335789453346,1,1,0.98041326,4.0,0.14912686
19,18,312,1,.,25.245173691496618,1.1846470142124523,2.495202063081071,0,0,0.9999886,12.125,0.00022863665
20,19,313,., **,37.88261729340443,2.6487874559297664,2.495202063081071,1,1,0.51174855,0.125,1.210442
21,20,314, **,Linear,16.35316260428535,0.7646517504747914,2.6581329668911837,0,0,0.8335225,1.625,0.67635316
22,21,315,Linear, Bus,38.76027137894364,5.130762602438572,2.6581329668911837,1,1,0.999531,8.375,0.0068117785
23,22,316, Bus,**:,23.020903538306094,2.0198745877885584,3.2973177754412197,0,0,0.59581554,0.625,1.3612018
24,23,317,**:, A,29.317178684106402,3.462746009028468,3.2973177754412197,1,1,0.76328593,1.5,1.1645612
25,24,318, A, Linear,21.16165240108595,1.4615805331972318,3.879750157380994,0,0,0.5378044,0.375,1.4608178
26,25,319, Linear, Bus,24.684609775831795,2.7727714118946514,3.879750157380994,0,0,0.9990734,7.0,0.010845202
27,26,320, Bus, topology,16.358142434876047,1.1473184357929305,3.879750157380994,0,0,0.5234568,0.25,1.3596036
28,27,321, topology, connects,18.159223878176956,1.127891371640023,3.879750157380994,0,0,0.41437995,0.25,1.8183211
29,28,322, connects, all,26.017182708449297,2.5046613521580796,3.879750157380994,0,0,0.9736616,4.5,0.2178096
30,29,323, all, network,16.135224946307815,0.8196819998724858,3.879750157380994,0,0,0.62199754,0.5,0.9645192
31,30,324, network, nodes,18.922428236829454,1.2683806301226133,3.879750157380994,0,0,0.99996567,10.25,0.00057699665
32,31,325, nodes, to,19.241977125983972,1.3695323249866158,3.879750157380994,0,0,0.9996301,8.875,0.0057007116
33,32,326, to, a,17.534219754037622,1.1341705858470466,3.879750157380994,0,0,0.9988524,6.875,0.013486386
34,33,327, a, single,12.79386511206269,0.5907065431515446,3.879750157380994,0,0,0.93176836,3.125,0.502614
35,34,328, single, transmission,13.445475109062222,1.0203533139805714,3.879750157380994,0,0,0.90666133,3.0,0.6369711
36,35,329, transmission, medium,18.03630625314058,1.360972342755117,3.879750157380994,0,0,0.9999695,10.875,0.0005396111
37,36,330, medium, with,14.623452713817771,0.8315138939804723,3.879750157380994,0,0,0.97921526,4.5,0.17715478
38,37,331, with, two,17.223059532996405,1.4718374723857541,3.879750157380994,0,0,0.9970746,6.375,0.03291916
39,38,332, two, endpoints,13.990308034856149,0.8889110900957143,2.9452650611781053,0,0,0.999836,9.625,0.0027154246
40,39,333, endpoints,".
",17.589652217658653,1.3750496403061325,2.9452650611781053,0,0,0.5610958,0.5,1.4096577
41,40,334,".
",2,38.243947064805454,5.394592959996476,2.5716888670922224,1,1,0.9992964,8.0,0.009457251
42,41,335,2,.,21.370019124257404,2.3728158360625953,3.4282267989201074,0,0,1.0,16.875,6.876574e-06
43,42,336,., **,25.012517527379117,1.2297218809877535,3.227144254117679,0,0,0.99999046,13.3125,0.00024380499
44,43,337, **,D,40.883653984348726,2.5136972547758454,3.227144254117679,0,0,0.9998417,10.0,0.0027546487
45,44,338,D,istributed,23.273243215526655,2.962241800404377,3.233921181081003,0,0,0.9999962,13.5,0.00011839213
46,45,339,istributed, Bus,24.502639933230228,3.121564772173148,3.5703295903024017,0,0,0.9999962,14.25,6.1278646e-05
47,46,340, Bus,**:,26.264801494786248,3.224487585064357,3.68982181912898,0,0,0.9987343,7.375,0.01543054
