condition,variant,step,query,entropy,top_margin,candidate_a,candidate_b,candidate_margin,top_token,expected_candidate,revisit8,revisit16,revisit32,is_value_slot
object0_world0,full,0,"

",1.796962857246399,1.375,20,40,1.34375,The,0,0.0,0.0,0.0,0
object0_world0,full,1,I,1.7636749744415283,1.25,20,40,-0.34375, don,0,0.0,0.0,0.0,0
object0_world0,full,2, will,2.817502737045288,0.75,20,40,0.921875, keep,0,0.0,0.0,0.0,0
object0_world0,full,3, use,0.6743969321250916,2.125,20,40,0.90625, the,0,0.002046041947323829,0.002046041947323829,0.002046041947323829,0
object0_world0,full,4, the,1.8956021070480347,1.25,20,40,-0.0625, given,0,0.006504843011498451,0.006504843011498451,0.006504843011498451,0
object0_world0,full,5, stated,0.15260028839111328,4.75,20,40,0.1328125, facts,0,0.0016972552984952927,0.0016972552984952927,0.0016972552984952927,0
object0_world0,full,6, facts,1.068748950958252,2.375,20,40,0.5, to,0,0.0023798481561243534,0.0023798481561243534,0.0023798481561243534,0
object0_world0,full,7, to,2.1713099479675293,0.25,20,40,0.265625, complete,0,0.0024476636317558587,0.0024476636317558587,0.0024476636317558587,0
object0_world0,full,8, identify,1.4064133167266846,1.75,20,40,1.0703125, the,0,0.008686571498401463,0.008686571498401463,0.008686571498401463,0
object0_world0,full,9, the,2.0143563747406006,0.75,20,40,0.2109375, constraints,0,0.016142843174748123,0.019137232389766723,0.019137232389766723,0
object0_world0,full,10, required,1.112067699432373,1.625,20,40,-0.15625, heating,0,0.007381726347375661,0.007955245964694768,0.007955245964694768,0
object0_world0,full,11, value,1.8000555038452148,1.25,20,40,1.1875, for,0,0.003912647487595677,0.004225572920404375,0.004225572920404375,0
object0_world0,full,12,".
",3.11430025100708,0.125,20,40,1.5,The,0,0.010432731185574085,0.005190958851017058,0.005190958851017058,0
object0_world0,full,13,The,2.2616214752197266,1.375,20,40,0.03125, blue,0,0.007530587201472372,0.01259134738938883,0.01259134738938883,0
object0_world0,full,14, blue,0.07956482470035553,5.0,20,40,0.94287109375, sample,0,0.01644495641812682,0.029434003692585975,0.029434003692585975,0
object0_world0,full,15, sample,0.6250181198120117,2.875,20,40,0.892333984375, must,0,0.0017658877186477184,0.0014640719746239483,0.0014640719746239483,0
object0_world0,full,16, must,0.011788650415837765,7.5,20,40,1.09765625, be,0,0.00370596133871004,0.003368609119206667,0.003368609119206667,0
object0_world0,full,17, be,0.028619147837162018,7.625,20,40,1.4765625, heated,0,0.009029186214320362,0.01762452779803425,0.01827658904949203,0
object0_world0,full,18, heated,0.06062816083431244,6.375,20,40,-0.4921875, for,0,0.0050806961371563375,0.007044141122605652,0.007216861878987402,0
object0_world0,full,19, for,0.23828525841236115,4.75,20,40,5.59375, ,0,0.0018610552651807666,0.0017239033477380872,0.001403706963174045,0
object0_world0,full,20, ,0.0835309624671936,5.125,20,40,10.8125,20,0,0.015983349934685975,0.018071211001370102,0.018373198225162923,1
object0_world0,cut_required,0,"

",2.22457218170166,0.75,20,40,-0.125,Based,0,0.0,0.0,0.0,0
object0_world0,cut_required,1,I,1.8260691165924072,1.125,20,40,-0.7421875, don,0,0.0,0.0,0.0,0
object0_world0,cut_required,2, will,2.8163585662841797,0.75,20,40,0.5703125, keep,0,0.0,0.0,0.0,0
object0_world0,cut_required,3, use,0.6307900547981262,2.0,20,40,0.40625, the,0,0.0016126874834299088,0.0016126874834299088,0.0016126874834299088,0
object0_world0,cut_required,4, the,1.5821737051010132,1.5,20,40,-0.265625, given,0,0.00510291219688952,0.00510291219688952,0.00510291219688952,0
object0_world0,cut_required,5, stated,0.06511500477790833,5.5,20,40,-0.015625, facts,0,0.001545179053209722,0.001545179053209722,0.001545179053209722,0
object0_world0,cut_required,6, facts,0.8357325196266174,2.75,20,40,0.2734375, to,0,0.002464296587277204,0.002464296587277204,0.002464296587277204,0
object0_world0,cut_required,7, to,2.1040258407592773,0.375,20,40,0.21875, complete,0,0.001846745377406478,0.001846745377406478,0.001846745377406478,0
object0_world0,cut_required,8, identify,1.5065739154815674,1.375,20,40,0.828125, the,0,0.007485283189453185,0.007485283189453185,0.007485283189453185,0
object0_world0,cut_required,9, the,2.2002201080322266,0.25,20,40,0.4453125, constraints,0,0.011678721755743027,0.013872102194000036,0.013872102194000036,0
object0_world0,cut_required,10, required,1.8553239107131958,1.375,20,40,-0.1875, information,0,0.0016221411642618477,0.001415056292898953,0.001415056292898953,0
object0_world0,cut_required,11, value,2.4532434940338135,0.25,20,40,1.15625,.,0,0.005541361751966178,0.007629847852513194,0.007629847852513194,0
object0_world0,cut_required,12,".
",3.2494616508483887,0.25,20,40,-0.5," 
",0,0.008882994065061212,0.003397890250198543,0.003397890250198543,0
object0_world0,cut_required,13,The,2.884061098098755,0.75,20,40,0.203125, object,0,0.005862746329512447,0.009327276842668653,0.009327276842668653,0
object0_world0,cut_required,14, blue,1.9848214387893677,0.6875,20,40,0.0234375, sample,0,0.008925297122914344,0.014794315211474895,0.014794315211474895,0
