step,query_position,layer,head,head_entropy,head_shift,key_position,key_region,key_token,distance,attention,previous_attention,gain,context,relay_position,relay_token,relay_attention,path_weight
21,454,0,0,4.36524701290071,11.523199332777757,451,history,.,3,0.2255859375,0.44921875,-0.2236328125, together by metal pins. They wore tun,,,,
21,454,0,0,4.36524701290071,11.523199332777757,453,history, wore,1,0.1552734375,0.0185546875,0.13671875, metal pins. They wore tun,,,,
21,454,0,1,5.434006282328013,23.74627608539526,0,special,<|begin_of_text|>,454,0.1865234375,0.1650390625,0.021484375,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,1,5.434006282328013,23.74627608539526,433,prompt,"

",21,0.10302734375,0.169921875,-0.06689453125,"<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Inca clothes were",,,,
21,454,0,1,5.434006282328013,23.74627608539526,448,history, by,6,0.00860595703125,0.005035400390625,0.003570556640625," textiles, held together by metal pins. They",,,,
21,454,0,2,2.9364334359143562,8.63102819444576,453,history, wore,1,0.5625,0.169921875,0.392578125, metal pins. They wore tun,,,,
21,454,0,2,2.9364334359143562,8.63102819444576,454,self, tun,0,0.1416015625,,, pins. They wore tun,,,,
21,454,0,3,5.339657710750374,20.824982689171012,0,special,<|begin_of_text|>,454,0.2578125,0.271484375,-0.013671875,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,3,5.339657710750374,20.824982689171012,445,history,",",9,0.0673828125,0.0908203125,-0.0234375," or knitted textiles, held together by metal",,,,
21,454,0,3,5.339657710750374,20.824982689171012,440,history, woven,14,0.00341796875,0.0030670166015625,0.0003509521484375, clothes were made of woven or knitted textiles,,,,
21,454,0,4,6.6046485677925615,15.702086446064438,0,special,<|begin_of_text|>,454,0.1259765625,0.1845703125,-0.05859375,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,4,6.6046485677925615,15.702086446064438,451,history,.,3,0.061279296875,0.08984375,-0.028564453125, together by metal pins. They wore tun,,,,
21,454,0,4,6.6046485677925615,15.702086446064438,453,history, wore,1,0.0419921875,0.0107421875,0.03125, metal pins. They wore tun,,,,
21,454,0,5,6.332725805159515,20.03135560966306,0,special,<|begin_of_text|>,454,0.12255859375,0.1806640625,-0.05810546875,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,5,6.332725805159515,20.03135560966306,451,history,.,3,0.08984375,0.0908203125,-0.0009765625, together by metal pins. They wore tun,,,,
21,454,0,5,6.332725805159515,20.03135560966306,453,history, wore,1,0.01708984375,0.010009765625,0.007080078125, metal pins. They wore tun,,,,
21,454,0,6,6.437759316979866,23.03498899249684,0,special,<|begin_of_text|>,454,0.1435546875,0.232421875,-0.0888671875,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,6,6.437759316979866,23.03498899249684,451,history,.,3,0.06201171875,0.07763671875,-0.015625, together by metal pins. They wore tun,,,,
21,454,0,6,6.437759316979866,23.03498899249684,453,history, wore,1,0.020751953125,0.01416015625,0.006591796875, metal pins. They wore tun,,,,
21,454,0,7,6.683696581635569,33.48709258443393,0,special,<|begin_of_text|>,454,0.11474609375,0.1298828125,-0.01513671875,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,7,6.683696581635569,33.48709258443393,451,history,.,3,0.05419921875,0.1298828125,-0.07568359375, together by metal pins. They wore tun,,,,
21,454,0,7,6.683696581635569,33.48709258443393,435,history,ca,19,0.00147247314453125,0.00029754638671875,0.0011749267578125,"assistant<|end_header_id|>

Inca clothes were made of",,,,
21,454,0,8,7.190287943717806,11.263951153232007,0,special,<|begin_of_text|>,454,0.0703125,0.09130859375,-0.02099609375,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,8,7.190287943717806,11.263951153232007,434,history,In,20,0.04150390625,0.0537109375,-0.01220703125,"<|start_header_id|>assistant<|end_header_id|>

Inca clothes were made",,,,
21,454,0,8,7.190287943717806,11.263951153232007,448,history, by,6,0.0322265625,0.026123046875,0.006103515625," textiles, held together by metal pins. They",,,,
21,454,0,9,7.776347673694753,12.845189476753147,0,special,<|begin_of_text|>,454,0.041015625,0.03466796875,0.00634765625,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,9,7.776347673694753,12.845189476753147,448,history, by,6,0.033935546875,0.032470703125,0.00146484375," textiles, held together by metal pins. They",,,,
21,454,0,9,7.776347673694753,12.845189476753147,435,history,ca,19,0.01556396484375,0.00848388671875,0.007080078125,"assistant<|end_header_id|>

Inca clothes were made of",,,,
21,454,0,10,6.88951410165896,7.01975880469024,0,special,<|begin_of_text|>,454,0.1220703125,0.1630859375,-0.041015625,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,10,6.88951410165896,7.01975880469024,434,history,In,20,0.0478515625,0.06005859375,-0.01220703125,"<|start_header_id|>assistant<|end_header_id|>

Inca clothes were made",,,,
21,454,0,10,6.88951410165896,7.01975880469024,442,history, kn,12,0.004730224609375,0.00154876708984375,0.00318145751953125," made of woven or knitted textiles, held",,,,
21,454,0,11,6.2160145058039,9.470259359222482,453,history, wore,1,0.07373046875,0.031494140625,0.042236328125, metal pins. They wore tun,,,,
21,454,0,11,6.2160145058039,9.470259359222482,450,history, pins,4,0.06103515625,0.01904296875,0.0419921875, held together by metal pins. They wore tun,,,,
21,454,0,12,6.29605507456994,6.761320108875812,0,special,<|begin_of_text|>,454,0.279296875,0.310546875,-0.03125,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,12,6.29605507456994,6.761320108875812,413,prompt,",",41,0.0252685546875,0.0224609375,0.0028076171875," to answer the question, please reply with:",,,,
21,454,0,13,6.750849160409919,33.11759294377633,0,special,<|begin_of_text|>,454,0.1982421875,0.328125,-0.1298828125,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,13,6.750849160409919,33.11759294377633,445,history,",",9,0.025146484375,0.0252685546875,-0.0001220703125," or knitted textiles, held together by metal",,,,
21,454,0,13,6.750849160409919,33.11759294377633,439,history, of,15,0.0064697265625,0.004730224609375,0.001739501953125,ca clothes were made of woven or knitted,,,,
21,454,0,14,6.5729259646989195,13.680217212992995,0,special,<|begin_of_text|>,454,0.21875,0.28125,-0.0625,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,14,6.5729259646989195,13.680217212992995,445,history,",",9,0.0286865234375,0.04443359375,-0.0157470703125," or knitted textiles, held together by metal",,,,
21,454,0,14,6.5729259646989195,13.680217212992995,452,history, They,2,0.00077056884765625,0.00060272216796875,0.0001678466796875, by metal pins. They wore tun,,,,
21,454,0,15,7.747515475319875,6.812410980649365,0,special,<|begin_of_text|>,454,0.053955078125,0.028076171875,0.02587890625,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,15,7.747515475319875,6.812410980649365,433,prompt,"

",21,0.035888671875,0.04638671875,-0.010498046875,"<|eot_id|><|start_header_id|>assistant<|end_header_id|>

Inca clothes were",,,,
21,454,0,15,7.747515475319875,6.812410980649365,453,history, wore,1,0.00994873046875,0.0064697265625,0.00347900390625, metal pins. They wore tun,,,,
21,454,0,16,4.567620261464043,22.063782569046676,0,special,<|begin_of_text|>,454,0.50390625,0.44140625,0.0625,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,16,4.567620261464043,22.063782569046676,445,history,",",9,0.0230712890625,0.0234375,-0.0003662109375," or knitted textiles, held together by metal",,,,
21,454,0,17,4.6634269809679,196.55212872328997,0,special,<|begin_of_text|>,454,0.478515625,0.052490234375,0.426025390625,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,17,4.6634269809679,196.55212872328997,451,history,.,3,0.02880859375,0.052490234375,-0.023681640625, together by metal pins. They wore tun,,,,
21,454,0,17,4.6634269809679,196.55212872328997,445,history,",",9,0.0262451171875,0.01287841796875,0.01336669921875," or knitted textiles, held together by metal",,,,
21,454,0,18,5.6091749870964005,32.836872966079426,0,special,<|begin_of_text|>,454,0.375,0.50390625,-0.12890625,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,18,5.6091749870964005,32.836872966079426,445,history,",",9,0.021484375,0.01611328125,0.00537109375," or knitted textiles, held together by metal",,,,
21,454,0,19,5.6934037618157145,27.888372225850958,0,special,<|begin_of_text|>,454,0.375,0.474609375,-0.099609375,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,19,5.6934037618157145,27.888372225850958,360,prompt,",",94,0.0167236328125,0.0211181640625,-0.00439453125," were usually full length, which covered up to",,,,
21,454,0,19,5.6934037618157145,27.888372225850958,445,history,",",9,0.0128173828125,0.003173828125,0.0096435546875," or knitted textiles, held together by metal",,,,
21,454,0,20,7.530091181135974,26.119403990080343,0,special,<|begin_of_text|>,454,0.1259765625,0.2333984375,-0.107421875,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,20,7.530091181135974,26.119403990080343,391,prompt, of,63,0.0123291015625,0.01153564453125,0.00079345703125, tied a folded piece of cloth. Inca,,,,
21,454,0,20,7.530091181135974,26.119403990080343,445,history,",",9,0.00665283203125,0.006317138671875,0.000335693359375," or knitted textiles, held together by metal",,,,
21,454,0,21,6.197546661025942,20.199123859792174,0,special,<|begin_of_text|>,454,0.2294921875,0.158203125,0.0712890625,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,21,6.197546661025942,20.199123859792174,445,history,",",9,0.0257568359375,0.0162353515625,0.009521484375," or knitted textiles, held together by metal",,,,
21,454,0,22,7.763556564543169,3.8214610754947165,0,special,<|begin_of_text|>,454,0.11083984375,0.12890625,-0.01806640625,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,22,7.763556564543169,3.8214610754947165,445,history,",",9,0.0177001953125,0.0166015625,0.0010986328125," or knitted textiles, held together by metal",,,,
21,454,0,22,7.763556564543169,3.8214610754947165,448,history, by,6,0.0111083984375,0.009521484375,0.0015869140625," textiles, held together by metal pins. They",,,,
21,454,0,23,7.086166801698015,60.71861340161503,0,special,<|begin_of_text|>,454,0.10400390625,0.03369140625,0.0703125,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

",,,,
21,454,0,23,7.086166801698015,60.71861340161503,445,history,",",9,0.03271484375,0.0142822265625,0.0184326171875," or knitted textiles, held together by metal",,,,
21,454,0,24,5.714966923350035,4.808563792295116,452,history, They,2,0.126953125,0.1318359375,-0.0048828125, by metal pins. They wore tun,,,,
21,454,0,24,5.714966923350035,4.808563792295116,451,history,.,3,0.08984375,0.1201171875,-0.0302734375, together by metal pins. They wore tun,,,,
21,454,0,24,5.714966923350035,4.808563792295116,453,history, wore,1,0.01611328125,0.007659912109375,0.008453369140625, metal pins. They wore tun,,,,
21,454,0,25,5.821593362742883,7.087983199676019,452,history, They,2,0.158203125,0.130859375,0.02734375, by metal pins. They wore tun,,,,
21,454,0,25,5.821593362742883,7.087983199676019,448,history, by,6,0.1083984375,0.095703125,0.0126953125," textiles, held together by metal pins. They",,,,
21,454,0,26,5.671165306816951,1.5181206766918907,452,history, They,2,0.1328125,0.14453125,-0.01171875, by metal pins. They wore tun,,,,
21,454,0,26,5.671165306816951,1.5181206766918907,451,history,.,3,0.08837890625,0.10888671875,-0.0205078125, together by metal pins. They wore tun,,,,
21,454,0,26,5.671165306816951,1.5181206766918907,453,history, wore,1,0.0223388671875,0.01080322265625,0.01153564453125, metal pins. They wore tun,,,,
21,454,0,27,5.932334856873422,4.97175392605132,452,history, They,2,0.1748046875,0.11572265625,0.05908203125, by metal pins. They wore tun,,,,
